Crop,Rainfall_mm,Temperature_C,Fertilizer_Used,Irrigation_Used,Weather_Condition,Soil_Type,Region,Nitrogen,Phosphorus,Potassium,Soil_pH,Yield_kg_per_acre
Cotton,518.5,30.1,0,0,Cloudy,Loamy,West,78,31,95,7.83,1178.7
Sugarcane,902.6,24.5,1,1,Cloudy,Silty,North,83,38,56,5.8,5643.8
Maize,587.2,24.1,0,1,Windy,Sandy,West,67,94,74,7.64,2703.7
Soybean,1208.3,26.5,1,1,Sunny,Sandy,North,79,21,110,6.66,2537.7
Wheat,613.2,33.7,0,1,Sunny,Chalky,Central,55,74,79,7.53,2413.0
Sorghum,662.1,22.5,0,0,Cloudy,Chalky,North,89,34,92,8.02,1255.4
Soybean,760.8,29.4,1,0,Windy,Peaty,North,67,83,35,5.59,1806.5
Soybean,1574.8,17.6,1,0,Cloudy,Clay,North,107,88,96,7.52,2268.6
Sorghum,1201.4,30.6,1,1,Cloudy,Peaty,South,131,34,96,5.37,2603.8
Barley,1383.8,31.5,1,1,Rainy,Silty,South,99,62,88,5.66,3088.1
Barley,356.1,39.2,0,0,Rainy,Peaty,Central,51,93,42,5.86,2163.8
Wheat,519.2,32.6,1,0,Windy,Loamy,North,55,36,50,6.9,2345.9
Soybean,1301.6,24.6,0,1,Stormy,Silty,East,92,43,93,6.53,1976.7
Maize,372.0,17.8,0,0,Rainy,Chalky,Central,93,93,66,6.37,2325.1
Sugarcane,698.5,30.1,0,0,Stormy,Sandy,North,88,49,109,6.62,4661.0
Wheat,1516.6,25.0,0,1,Sunny,Chalky,North,75,86,114,6.97,2568.4
Cotton,611.0,29.0,0,1,Rainy,Clay,South,101,70,77,7.03,1708.0
Sorghum,353.7,22.7,0,0,Rainy,Silty,Central,123,79,85,7.38,1897.8
Soybean,914.2,26.0,1,1,Windy,Silty,North,65,22,73,7.96,2401.8
Wheat,366.1,16.8,0,0,Stormy,Loamy,North,95,24,42,6.48,1792.7
Rice,1271.2,20.7,0,1,Rainy,Clay,Central,129,47,33,6.08,3325.4
Rice,631.5,19.9,0,1,Rainy,Sandy,East,61,97,102,6.99,2891.5
Barley,571.4,32.2,1,0,Windy,Silty,Central,112,30,62,5.58,2271.3
Sorghum,908.8,22.0,1,1,Windy,Silty,Central,108,91,66,5.96,2512.0
Sugarcane,778.7,35.3,0,0,Stormy,Loamy,East,120,91,82,7.3,5108.5
Maize,975.7,22.1,1,1,Sunny,Peaty,Central,88,95,53,6.4,3102.1
Sugarcane,1056.5,39.6,0,0,Sunny,Sandy,North,137,34,118,5.53,4873.9
Sugarcane,834.8,15.3,1,1,Cloudy,Chalky,Central,41,67,80,5.31,5014.8
Sugarcane,551.6,29.5,0,1,Rainy,Clay,East,92,65,70,6.54,5273.5
Sorghum,1119.2,27.2,1,0,Stormy,Silty,West,46,47,58,7.41,1838.6
Sugarcane,692.0,19.7,1,1,Rainy,Silty,Central,139,26,88,7.4,5723.9
Cotton,639.3,23.7,1,0,Stormy,Chalky,South,116,90,69,6.59,1304.8
Sorghum,942.8,25.4,0,1,Stormy,Sandy,North,59,25,80,8.11,1136.5
Cotton,321.4,28.5,0,1,Stormy,Peaty,North,133,77,79,6.42,1205.8
Sorghum,1017.3,21.4,0,0,Rainy,Silty,South,69,87,65,6.39,1915.8
Barley,958.7,29.6,1,1,Windy,Sandy,South,114,74,108,4.5,2494.9
Wheat,1236.5,27.7,1,1,Rainy,Chalky,Central,134,86,89,6.14,2773.8
Rice,749.9,31.7,0,0,Stormy,Loamy,South,106,68,47,7.18,2894.3
Sugarcane,1297.4,21.8,1,1,Cloudy,Peaty,West,98,70,49,7.75,5651.7
Barley,1058.9,24.5,0,0,Sunny,Clay,East,105,78,34,5.84,2364.8
Wheat,892.0,35.7,0,0,Stormy,Silty,South,42,25,47,6.87,2056.1
Rice,1445.0,21.6,0,0,Cloudy,Sandy,South,95,70,69,7.34,2750.7
Soybean,928.6,18.6,0,1,Windy,Loamy,West,118,57,30,6.51,2069.2
Maize,744.5,23.2,1,1,Stormy,Clay,North,56,30,48,4.67,2930.2
Cotton,937.2,16.3,1,0,Cloudy,Sandy,North,91,71,116,6.7,1360.3
Soybean,738.3,37.0,1,1,Stormy,Sandy,Central,46,39,55,7.11,1966.0
Sorghum,1012.1,25.3,0,0,Rainy,Clay,West,44,29,58,5.74,1786.3
Rice,1296.2,25.4,1,1,Cloudy,Loamy,East,137,45,88,6.3,3883.6
Soybean,897.6,31.5,0,0,Rainy,Chalky,East,136,67,92,5.58,2122.8
Maize,927.0,22.6,0,0,Rainy,Loamy,West,93,33,112,4.5,2830.1
Barley,1139.3,25.7,0,1,Cloudy,Peaty,East,100,78,91,7.32,2347.0
Rice,1256.2,22.5,0,0,Sunny,Silty,North,55,31,77,6.5,3285.8
Soybean,764.2,16.5,0,0,Cloudy,Clay,East,106,42,91,7.78,1955.1
Cotton,951.7,27.3,0,1,Sunny,Chalky,East,98,91,47,7.19,1526.6
Cotton,1140.7,33.2,1,0,Stormy,Clay,West,86,58,95,6.22,1375.6
Wheat,999.0,27.5,1,0,Stormy,Clay,West,87,28,56,6.43,2290.6
Soybean,341.4,32.5,1,1,Cloudy,Loamy,East,103,44,35,6.95,2621.8
Sugarcane,1194.8,20.4,1,0,Stormy,Silty,South,89,36,99,7.27,5112.4
Soybean,1056.9,22.5,0,0,Windy,Peaty,West,124,61,88,6.76,1742.6
Barley,1078.2,19.2,0,0,Rainy,Sandy,Central,80,48,35,7.38,1887.3
Rice,542.4,29.2,1,0,Rainy,Sandy,Central,111,79,60,6.26,3136.3
Rice,945.7,25.1,1,0,Sunny,Clay,North,61,86,85,5.7,3340.8
Barley,1153.0,24.9,1,0,Stormy,Silty,East,93,76,83,6.45,2166.2
Soybean,635.8,31.0,1,0,Sunny,Chalky,South,44,91,114,6.66,1801.2
Barley,713.8,24.2,1,0,Rainy,Loamy,North,56,33,70,5.54,2211.7
Maize,1158.1,33.5,1,1,Rainy,Silty,East,117,58,47,5.43,3383.1
Sorghum,699.9,28.4,1,0,Stormy,Silty,West,80,35,116,6.86,1971.1
Barley,837.4,24.8,1,0,Windy,Loamy,Central,131,37,52,6.17,2659.9
Cotton,589.6,17.7,0,1,Windy,Clay,South,134,94,65,6.37,1575.4
Barley,1446.0,31.0,0,0,Stormy,Silty,Central,120,39,54,6.21,2165.2
Rice,1056.2,28.7,0,0,Stormy,Sandy,West,74,65,36,7.72,2411.9
Cotton,823.4,29.0,0,0,Sunny,Loamy,East,79,64,111,7.51,1768.5
Rice,767.3,29.2,1,0,Stormy,Chalky,West,61,23,49,5.51,2585.5
Wheat,531.5,23.8,0,0,Windy,Peaty,West,87,39,34,6.07,2156.8
Sugarcane,867.0,26.1,1,0,Stormy,Clay,Central,92,30,47,7.18,4971.8
Rice,1099.5,24.2,0,1,Sunny,Loamy,South,132,84,62,6.98,3749.5
Cotton,657.1,34.5,1,1,Sunny,Peaty,West,49,37,108,6.47,1860.3
Wheat,931.7,25.3,1,1,Sunny,Peaty,Central,57,58,64,5.59,2886.7
Rice,789.8,23.3,0,1,Sunny,Chalky,South,138,63,94,5.95,2752.6
Maize,1314.0,34.9,0,1,Cloudy,Silty,East,119,37,92,6.09,3308.7
Barley,709.0,34.3,1,0,Stormy,Chalky,East,88,66,114,6.72,1762.4
Sugarcane,1133.1,28.4,1,0,Rainy,Silty,North,110,50,101,7.86,5544.8
Rice,1318.2,26.2,1,0,Stormy,Silty,Central,69,58,100,5.95,2914.9
Wheat,786.9,24.7,0,0,Cloudy,Loamy,South,58,57,70,5.68,2379.8
Maize,723.4,26.7,0,0,Sunny,Loamy,West,94,98,79,6.41,2978.0
Soybean,1176.8,21.8,1,1,Cloudy,Clay,East,99,66,59,7.33,2336.4
Wheat,365.6,29.9,0,1,Windy,Silty,South,126,89,67,5.34,2233.4
Barley,1029.2,36.9,1,0,Windy,Peaty,Central,111,27,64,7.66,2182.9
Wheat,427.4,30.4,0,0,Stormy,Sandy,North,120,84,95,6.36,1869.7
Maize,1266.7,20.4,0,0,Stormy,Clay,East,60,32,75,5.91,2445.7
Wheat,824.4,29.7,0,1,Rainy,Loamy,South,65,74,37,5.22,2898.1
Maize,872.8,28.2,0,1,Rainy,Chalky,South,67,62,97,7.07,2765.5
Rice,682.7,29.7,0,0,Windy,Clay,South,78,23,66,6.36,2668.1
Sorghum,425.2,22.1,1,1,Sunny,Clay,Central,72,90,114,6.64,2178.0
Maize,1279.8,27.0,1,0,Cloudy,Clay,Central,79,79,42,5.78,2902.6
Maize,848.7,32.3,0,1,Rainy,Clay,Central,122,31,102,6.24,3318.6
Sugarcane,1862.6,20.6,1,1,Rainy,Sandy,West,68,78,74,6.11,5845.9
Maize,656.9,24.3,1,0,Sunny,Chalky,South,59,96,58,6.42,2555.5
Maize,706.0,25.3,0,1,Sunny,Chalky,East,59,73,70,5.96,2750.1
Soybean,630.8,33.0,1,1,Stormy,Chalky,Central,113,63,85,5.27,1826.6
Sorghum,847.2,33.9,0,0,Cloudy,Silty,Central,51,35,117,8.5,1757.1
Rice,1372.6,15.5,1,1,Sunny,Peaty,South,136,25,45,5.41,3431.9
Barley,1203.0,33.0,1,0,Rainy,Chalky,Central,64,33,41,6.65,2281.0
Sugarcane,448.6,34.1,1,1,Rainy,Clay,West,64,77,95,5.08,5571.4
Soybean,1261.2,33.7,1,0,Windy,Clay,West,43,50,91,4.9,2151.7
Cotton,1104.8,23.8,1,0,Sunny,Chalky,Central,43,60,48,6.58,1517.9
Sorghum,1044.4,25.6,1,1,Stormy,Chalky,South,48,54,59,6.64,1770.4
Rice,694.7,17.6,1,1,Cloudy,Clay,South,54,29,45,7.51,3381.6
Rice,717.0,14.4,0,0,Stormy,Silty,South,65,49,117,6.82,2603.8
Cotton,941.1,24.8,0,1,Rainy,Loamy,North,118,63,42,6.38,1949.6
Barley,734.1,27.5,0,1,Stormy,Loamy,Central,129,74,98,5.74,2261.5
Maize,1293.8,28.1,0,1,Rainy,Chalky,South,131,90,52,7.7,3053.4
Soybean,721.2,31.9,1,0,Rainy,Sandy,West,110,37,91,7.24,1967.2
Wheat,316.0,45.0,1,0,Rainy,Chalky,East,71,98,60,5.5,2232.9
Sugarcane,509.6,24.6,1,0,Rainy,Chalky,East,115,58,82,6.53,4907.4
Wheat,528.6,20.7,0,1,Rainy,Loamy,South,138,61,46,6.62,2642.7
Cotton,821.0,30.3,0,1,Windy,Clay,East,91,73,78,6.22,1618.9
Rice,964.8,28.3,0,0,Stormy,Chalky,East,71,49,78,7.12,2191.2
Barley,916.1,23.6,1,0,Windy,Clay,North,48,39,96,7.17,1986.1
Rice,1038.3,32.5,0,1,Windy,Clay,West,117,61,55,6.35,3097.8
Sugarcane,824.3,22.1,1,1,Sunny,Sandy,West,52,24,42,6.28,5062.0
Rice,834.9,26.2,0,1,Sunny,Clay,North,95,69,67,7.7,3078.8
Rice,1425.6,26.6,1,1,Sunny,Loamy,North,83,60,51,7.25,3985.2
Sugarcane,1261.6,21.3,0,0,Cloudy,Silty,East,136,58,114,6.56,5248.2
Soybean,1022.5,16.7,1,1,Sunny,Silty,Central,135,76,58,5.2,2888.9
Soybean,1175.0,28.3,0,1,Stormy,Peaty,East,122,76,74,6.78,1689.6
Sugarcane,322.1,35.2,0,0,Windy,Chalky,North,69,56,75,7.06,4366.3
Barley,653.2,32.8,1,0,Stormy,Loamy,West,55,26,68,4.5,2135.2
Cotton,770.3,33.2,1,1,Sunny,Clay,East,51,24,98,6.7,1738.2
Sorghum,656.8,22.2,0,0,Cloudy,Silty,Central,113,98,107,6.17,2055.2
Rice,436.3,28.3,1,1,Cloudy,Loamy,East,105,70,111,6.32,3613.5
Barley,1026.2,18.5,0,1,Windy,Silty,South,57,27,97,5.77,2017.1
Rice,1315.7,28.0,1,0,Stormy,Clay,East,52,75,68,6.38,3001.0
Sorghum,896.2,35.3,0,0,Rainy,Silty,North,132,92,49,7.61,2069.9
Cotton,1094.5,35.5,1,1,Stormy,Chalky,West,63,30,106,6.14,1276.3
Soybean,887.2,39.2,0,0,Sunny,Chalky,West,51,41,97,7.27,1380.0
Barley,767.5,32.9,0,1,Rainy,Peaty,North,99,96,64,5.85,2300.3
Maize,1175.8,29.9,0,1,Cloudy,Peaty,South,99,30,37,7.11,3196.4
Maize,471.5,32.2,1,1,Windy,Silty,North,132,79,81,6.5,3113.1
Sorghum,341.0,31.1,0,0,Windy,Loamy,East,125,34,69,6.78,1925.9
Maize,467.3,22.2,1,1,Cloudy,Chalky,North,139,57,65,6.51,2815.9
Soybean,1156.1,17.9,1,1,Sunny,Loamy,North,40,20,35,7.01,2631.7
Sorghum,926.2,32.3,1,1,Cloudy,Loamy,South,82,65,115,4.5,2623.1
Soybean,1013.0,39.6,0,0,Sunny,Silty,East,94,62,99,5.36,2066.7
Cotton,1403.1,32.5,1,1,Rainy,Loamy,Central,79,41,102,6.83,2253.6
Rice,551.0,15.7,1,1,Cloudy,Chalky,Central,103,22,45,4.87,3105.8
Cotton,1261.3,23.9,1,1,Sunny,Clay,West,73,33,75,6.08,2404.5
Cotton,781.1,25.8,0,0,Rainy,Peaty,North,73,21,88,6.46,1317.7
Soybean,735.5,15.9,1,1,Cloudy,Clay,West,87,80,67,5.84,2260.2
Sorghum,924.4,18.7,1,1,Windy,Loamy,South,72,51,47,5.95,2268.2
Sorghum,971.3,26.8,1,0,Cloudy,Clay,Central,107,57,41,6.72,2543.9
Maize,836.8,28.6,1,0,Stormy,Chalky,North,69,65,83,7.31,2452.3
Wheat,1083.1,21.1,0,1,Cloudy,Chalky,South,123,61,76,5.73,2298.1
Rice,925.6,18.5,0,1,Stormy,Loamy,South,129,25,30,6.04,2799.4
Soybean,840.2,34.2,1,1,Rainy,Silty,North,118,60,44,5.91,2333.2
Maize,775.1,24.7,1,0,Cloudy,Clay,South,110,44,109,4.56,3068.8
Barley,971.5,25.6,1,0,Rainy,Silty,North,110,30,50,6.61,2719.6
Wheat,493.0,23.7,1,1,Rainy,Silty,North,68,60,30,7.25,2800.4
Wheat,577.7,22.4,0,0,Sunny,Sandy,East,62,90,96,7.31,2088.1
Soybean,789.8,34.8,0,1,Rainy,Loamy,West,73,76,41,5.8,2104.2
Sugarcane,1063.5,21.7,0,1,Rainy,Peaty,South,123,65,57,5.5,5281.0
Rice,1542.9,28.1,0,0,Cloudy,Chalky,South,54,67,68,6.52,2892.7
Wheat,852.2,27.1,1,1,Cloudy,Chalky,East,136,82,66,7.16,2627.0
Soybean,367.7,15.3,1,0,Windy,Loamy,East,92,58,89,6.62,2255.8
Soybean,662.9,28.4,0,0,Sunny,Peaty,East,56,29,60,6.73,1596.5
Maize,1097.7,17.7,0,1,Rainy,Chalky,Central,103,89,87,7.41,2878.0
Barley,608.9,30.8,1,0,Sunny,Loamy,Central,123,84,40,5.91,2743.6
Sugarcane,508.3,19.9,1,1,Stormy,Chalky,Central,100,78,58,6.32,4861.3
Rice,1096.1,30.1,1,0,Rainy,Silty,North,96,97,118,7.81,3480.2
Sorghum,1039.5,24.4,1,1,Sunny,Clay,South,116,55,42,6.34,2310.5
Cotton,458.2,23.0,1,1,Windy,Clay,West,127,46,80,5.49,1948.4
Barley,631.5,28.3,0,1,Windy,Chalky,North,76,92,83,5.96,1910.1
Barley,1273.4,18.2,0,0,Rainy,Sandy,South,46,74,48,5.75,2056.8
Maize,1155.9,26.6,1,1,Stormy,Peaty,South,47,89,87,6.79,2978.9
Sorghum,540.8,31.7,1,0,Windy,Peaty,East,126,72,65,5.78,1680.1
Wheat,303.3,33.3,0,0,Windy,Peaty,East,117,79,57,6.72,1845.6
Wheat,980.6,24.2,1,0,Stormy,Silty,North,107,80,97,5.91,2689.4
Maize,811.2,25.1,0,0,Sunny,Peaty,East,60,55,32,4.8,2406.8
Soybean,954.5,18.0,0,0,Windy,Clay,South,100,46,118,6.75,2091.3
Wheat,1090.4,22.5,0,1,Cloudy,Silty,East,113,60,70,6.62,2622.9
Sugarcane,613.1,17.6,0,0,Windy,Loamy,Central,125,47,64,6.91,4750.1
Rice,770.4,29.6,1,1,Sunny,Peaty,East,133,35,105,5.96,3455.0
Barley,630.3,32.1,1,1,Sunny,Peaty,South,133,54,113,5.88,2918.5
Barley,641.0,24.3,0,0,Rainy,Loamy,North,119,55,110,6.82,2036.2
Sugarcane,1069.4,20.7,1,1,Cloudy,Peaty,West,114,75,105,7.72,5470.2
Sorghum,943.2,28.8,1,1,Sunny,Loamy,East,125,38,79,6.51,2743.8
Wheat,431.1,21.8,1,0,Stormy,Silty,South,68,76,103,6.84,2246.7
Barley,1117.5,31.0,1,1,Cloudy,Clay,West,64,52,111,6.24,2745.6
Cotton,795.0,38.6,0,0,Cloudy,Loamy,West,97,42,59,5.27,1323.4
Sorghum,1131.3,21.7,1,0,Stormy,Sandy,Central,53,82,101,7.27,1542.0
Rice,595.6,22.5,0,0,Windy,Loamy,West,117,89,106,7.23,2891.1
Rice,622.3,18.2,0,1,Stormy,Peaty,South,105,41,99,7.07,2419.0
Barley,975.5,27.9,1,1,Stormy,Silty,South,93,86,83,6.35,2526.7
Maize,571.1,27.5,0,1,Windy,Chalky,East,116,99,100,6.98,2541.2
Sorghum,817.5,25.4,1,1,Windy,Silty,East,106,78,114,7.22,2317.1
Barley,537.0,27.1,1,0,Windy,Chalky,East,69,44,80,7.8,1966.9
Maize,782.6,20.7,0,0,Windy,Loamy,West,57,36,57,7.29,2321.5
Barley,890.4,17.0,1,1,Windy,Clay,West,93,58,93,6.55,2445.2
Cotton,904.6,22.4,0,0,Stormy,Sandy,Central,139,96,114,5.45,1365.3
Sorghum,790.6,15.5,0,1,Rainy,Silty,East,60,94,50,6.62,1929.5
Soybean,1000.0,21.7,1,0,Rainy,Peaty,North,92,93,117,6.71,2390.7
Rice,944.3,28.9,1,0,Sunny,Chalky,Central,122,58,56,7.07,3129.9
Barley,873.2,27.4,1,0,Rainy,Peaty,North,55,43,56,7.58,2192.4
Cotton,712.2,16.4,0,0,Rainy,Clay,West,67,57,106,6.42,1138.7
Maize,1220.5,33.3,1,0,Stormy,Chalky,Central,43,76,79,8.18,2488.9
Maize,1015.9,25.8,0,1,Windy,Silty,Central,94,63,58,5.09,3211.2
Rice,589.2,19.2,0,1,Windy,Loamy,South,54,55,68,6.84,2929.4
Sugarcane,1094.7,24.8,1,0,Stormy,Peaty,West,103,89,86,5.86,4963.0
Barley,1162.6,23.5,1,1,Rainy,Clay,West,104,99,66,4.97,3013.5
Sorghum,875.5,21.8,1,0,Stormy,Silty,Central,55,64,93,6.34,1892.0
Wheat,895.5,31.9,0,0,Sunny,Silty,West,59,45,77,5.33,2196.8
Maize,282.3,20.4,1,0,Windy,Silty,Central,103,30,51,6.37,2767.5
Sorghum,647.0,28.1,0,0,Cloudy,Silty,South,72,71,59,6.53,2054.2
Sorghum,1153.1,19.0,1,1,Sunny,Chalky,Central,120,44,57,7.39,2254.1
Soybean,665.2,26.8,1,0,Sunny,Silty,West,108,50,52,5.29,1964.3
Sorghum,852.0,28.6,0,1,Stormy,Peaty,West,108,64,33,7.23,1677.5
Sorghum,642.4,28.6,0,0,Rainy,Clay,Central,97,86,32,6.58,1807.3
Soybean,969.2,27.5,1,0,Windy,Chalky,Central,78,95,90,7.32,1629.4
Maize,1018.1,25.6,1,1,Cloudy,Silty,Central,116,59,33,6.15,3177.2
Sorghum,1026.1,20.6,1,0,Sunny,Sandy,East,75,65,94,5.43,2151.6
Sugarcane,558.2,20.7,1,0,Cloudy,Sandy,West,133,73,41,5.53,4923.0
Sugarcane,932.0,28.8,1,1,Rainy,Clay,West,107,60,42,5.47,5535.0
Cotton,1373.0,19.4,0,1,Rainy,Loamy,East,126,57,63,6.88,2026.7
Soybean,1124.5,18.1,0,1,Cloudy,Loamy,Central,60,55,88,7.68,2179.7
Cotton,928.0,35.6,0,0,Windy,Chalky,South,102,63,102,6.05,1041.8
Soybean,320.7,25.4,0,0,Rainy,Chalky,Central,124,76,60,7.0,1606.6
Barley,825.2,30.8,1,1,Cloudy,Chalky,Central,45,85,100,5.28,2165.1
Barley,1393.9,32.2,0,1,Sunny,Loamy,East,63,49,42,6.64,2594.2
Sorghum,1295.6,27.3,0,0,Cloudy,Sandy,West,92,29,83,7.03,1804.8
Wheat,1038.4,24.7,0,0,Cloudy,Loamy,Central,134,80,31,5.34,2575.3
Barley,684.2,24.8,1,1,Stormy,Peaty,West,122,82,62,6.34,2200.6
Wheat,915.7,36.6,0,1,Rainy,Silty,North,115,55,79,7.07,3005.3
Barley,1132.0,23.6,1,1,Windy,Chalky,West,117,73,36,4.5,2497.2
Rice,1182.2,28.1,0,1,Windy,Sandy,South,89,84,47,7.57,3075.7
Barley,993.8,31.1,1,0,Stormy,Clay,South,51,23,80,6.78,2017.1
Cotton,1156.5,28.5,0,0,Windy,Clay,Central,95,74,37,7.07,1415.2
Maize,882.4,33.5,1,0,Cloudy,Silty,West,54,73,84,6.17,2966.5
Sorghum,869.1,24.7,0,0,Stormy,Sandy,Central,122,83,105,5.12,1506.3
Cotton,762.3,31.0,1,1,Sunny,Loamy,East,131,41,72,6.93,2187.4
Maize,1027.4,16.2,1,0,Rainy,Loamy,South,79,44,88,6.43,3211.3
Sugarcane,1200.1,35.1,0,1,Rainy,Peaty,Central,80,78,59,6.53,5245.0
Cotton,1112.5,33.7,1,0,Rainy,Peaty,East,108,76,88,7.37,1710.8
Sugarcane,534.6,25.2,1,0,Cloudy,Loamy,Central,108,73,38,7.11,5822.5
Wheat,550.7,29.6,0,0,Sunny,Clay,West,45,63,97,8.04,2155.6
Wheat,1231.1,32.3,0,1,Stormy,Chalky,West,126,71,68,6.62,2044.8
Rice,953.0,20.8,1,0,Stormy,Clay,West,106,95,110,5.95,3068.0
Barley,964.7,26.1,0,1,Rainy,Peaty,West,72,35,40,6.35,2177.1
Cotton,957.9,19.2,0,1,Sunny,Silty,North,82,35,31,6.83,1732.2
Sugarcane,1425.5,33.8,0,0,Sunny,Loamy,East,60,74,52,7.31,5171.9
Maize,766.1,31.9,1,1,Sunny,Peaty,East,123,80,92,5.33,3299.1
Wheat,1235.0,25.3,1,0,Windy,Peaty,West,104,98,51,6.51,2569.0
Barley,970.1,24.6,1,1,Windy,Chalky,North,56,96,90,7.79,2255.6
Wheat,419.8,26.1,1,0,Rainy,Loamy,West,132,59,55,6.31,2876.9
Maize,652.5,21.6,1,1,Sunny,Chalky,North,47,40,41,7.24,2636.0
Barley,717.9,26.0,1,1,Sunny,Loamy,West,103,85,61,6.89,2802.3
Barley,1227.9,20.8,1,0,Stormy,Chalky,South,129,27,38,7.26,1915.0
Sugarcane,1268.2,32.4,0,0,Stormy,Clay,South,67,90,98,5.85,4622.1
Sugarcane,1006.2,33.8,1,0,Rainy,Silty,Central,137,29,119,5.86,5289.8
Cotton,743.2,32.7,1,0,Sunny,Silty,West,129,76,100,6.52,1874.1
Cotton,626.7,19.8,0,1,Rainy,Loamy,East,52,23,62,5.27,1777.5
Soybean,1241.3,25.7,0,1,Stormy,Sandy,Central,52,62,53,6.28,1905.8
Sorghum,514.6,30.5,0,1,Stormy,Peaty,South,77,82,118,6.7,1427.4
Soybean,868.8,31.6,1,1,Windy,Peaty,West,64,62,98,7.93,2249.2
Rice,1609.3,16.0,0,0,Rainy,Loamy,Central,101,86,67,6.82,3402.1
Wheat,744.1,31.4,1,1,Rainy,Chalky,West,62,70,40,7.0,2761.0
Cotton,518.5,19.5,1,0,Sunny,Sandy,South,125,75,61,7.43,1456.0
Sugarcane,370.4,26.1,1,1,Sunny,Clay,Central,60,62,93,5.73,5218.4
Maize,1621.2,34.5,0,0,Windy,Chalky,South,93,43,101,6.37,2526.3
Sugarcane,1004.6,33.7,0,0,Cloudy,Chalky,North,102,53,49,8.44,4602.2
Wheat,639.3,35.0,1,0,Cloudy,Loamy,South,69,78,63,6.44,2500.7
Soybean,843.3,20.6,1,0,Cloudy,Loamy,West,114,21,71,7.39,2267.1
Sugarcane,701.1,22.1,1,0,Rainy,Peaty,East,107,21,37,7.27,5086.3
Sorghum,340.9,23.6,0,1,Rainy,Loamy,South,136,29,95,5.32,2194.2
Rice,1136.4,26.1,1,0,Stormy,Loamy,East,115,42,50,6.75,3268.5
Wheat,910.1,28.3,0,1,Rainy,Loamy,North,112,34,108,6.62,2784.1
Soybean,1111.5,34.7,1,1,Rainy,Peaty,Central,71,95,99,6.76,2477.8
Sorghum,902.0,21.4,0,0,Rainy,Clay,Central,114,36,34,5.9,1863.6
Maize,939.4,23.2,1,1,Windy,Clay,East,63,33,96,5.61,3233.0
Soybean,229.6,35.5,0,1,Rainy,Loamy,Central,46,98,72,6.12,2069.0
Barley,1172.4,20.0,0,1,Sunny,Peaty,South,111,95,45,6.42,2384.9
Sorghum,573.5,31.4,0,0,Sunny,Clay,East,136,35,102,7.45,1804.9
Sorghum,650.4,26.5,0,0,Stormy,Chalky,West,128,51,64,7.95,1230.6
Rice,741.6,29.3,0,0,Windy,Clay,South,40,42,112,7.62,2561.6
Wheat,282.4,22.1,0,0,Sunny,Clay,South,42,53,72,7.19,1994.7
Maize,725.2,31.2,1,1,Windy,Peaty,South,67,35,68,5.7,2984.4
Rice,704.3,23.1,1,1,Windy,Chalky,West,82,53,39,6.17,2824.7
Soybean,786.6,18.5,1,1,Stormy,Peaty,North,136,90,103,6.67,1980.6
Rice,389.6,29.9,1,1,Windy,Loamy,Central,85,52,49,5.99,3463.8
Sorghum,1178.3,12.0,0,1,Rainy,Silty,East,40,87,30,6.96,2075.2
Wheat,1019.4,23.6,1,1,Windy,Clay,North,77,62,35,7.08,2858.7
Cotton,640.8,28.7,0,0,Stormy,Silty,East,130,83,82,6.93,1139.0
Rice,725.5,31.5,0,1,Stormy,Peaty,Central,74,90,75,7.32,2485.5
Barley,1151.4,34.4,0,1,Stormy,Peaty,West,113,37,95,5.78,1728.8
Rice,822.8,37.7,1,1,Sunny,Peaty,South,115,87,67,7.25,3562.3
Soybean,527.8,35.8,0,0,Rainy,Silty,South,113,80,62,5.94,1794.3
Soybean,874.9,28.1,1,1,Sunny,Peaty,West,93,94,96,5.75,2576.2
Maize,573.6,33.8,1,1,Cloudy,Loamy,North,137,39,106,6.93,3193.8
Soybean,687.6,28.1,1,0,Rainy,Peaty,North,63,30,64,7.47,2223.4
Sugarcane,884.8,31.1,1,1,Windy,Sandy,East,67,98,108,6.89,5568.4
Wheat,1216.6,23.4,1,0,Stormy,Silty,West,61,65,74,6.52,2206.5
Wheat,1507.0,29.8,0,0,Cloudy,Sandy,North,55,83,51,6.75,2085.8
Cotton,1308.8,24.2,0,1,Rainy,Peaty,West,52,95,97,6.61,1813.1
Cotton,878.4,26.0,1,1,Sunny,Loamy,Central,139,47,46,5.6,2349.6
Wheat,1577.2,29.8,0,0,Stormy,Clay,South,139,67,34,5.51,2390.8
Barley,1067.5,39.5,1,1,Sunny,Chalky,South,101,54,114,6.44,2410.9
Cotton,606.1,29.4,0,1,Rainy,Chalky,South,82,27,86,6.56,1673.6
Maize,928.4,26.9,0,0,Rainy,Peaty,West,126,41,117,6.51,2755.5
Soybean,702.9,22.0,0,0,Cloudy,Loamy,West,117,43,69,7.04,1822.7
Wheat,525.6,32.4,0,1,Windy,Silty,East,71,85,59,6.33,2349.7
Sorghum,547.7,25.0,0,0,Sunny,Sandy,South,106,83,71,6.95,1474.7
Cotton,855.8,29.2,0,1,Cloudy,Sandy,East,130,84,36,6.38,1753.6
Wheat,1126.3,31.2,0,1,Stormy,Sandy,South,122,33,100,7.96,2056.2
Sugarcane,1220.5,34.6,0,1,Windy,Silty,East,125,44,117,6.56,5425.2
Rice,526.6,32.1,0,1,Cloudy,Chalky,East,96,22,48,8.37,2672.0
Soybean,809.0,19.7,0,0,Sunny,Loamy,Central,104,24,70,6.78,1987.6
