farm_id,region,crop_type,yield_kg_per_hectare,rainfall_mm,temperature_C,pesticide_usage_ml,soil_pH,soil_moisture_%,humidity_%,sunlight_hours,total_days,sowing_date,harvest_date,irrigation_type,fertilizer_type,crop_disease_status,NDVI_index
FARM05578,Cameroon,Yams,10384.4,1604.0,25.45,137247.0,6.37,45.24,65.31,5.76,242,2013-01-15,2013-05-15,Rainfed,NPK 15-15-15,None,0.75
FARM05579,Canada,Maize,6860.2,537.0,8.2,2956800.0,6.03,34.32,58.46,7.71,114,1990-01-15,1990-05-15,Flood,NPK 15-15-15,None,0.63
FARM05580,Canada,Maize,6860.2,537.0,9.48,2956800.0,6.51,37.02,50.73,8.25,112,1990-01-15,1990-05-15,Sprinkler,Urea,None,0.67
FARM05581,Canada,Maize,6860.2,537.0,6.07,2956800.0,7.17,43.65,58.04,7.91,126,1990-01-15,1990-05-15,Sprinkler,Organic Compost,Mild,0.7
FARM05582,Canada,Maize,6860.2,537.0,5.57,2956800.0,6.86,26.23,60.95,9.01,118,1990-01-15,1990-05-15,Sprinkler,NPK 15-15-15,None,0.76
FARM05583,Canada,Maize,6860.2,537.0,7.41,2956800.0,7.08,29.41,61.19,7.95,130,1990-01-15,1990-05-15,Flood,NPK 15-15-15,None,0.69
FARM05584,Canada,Maize,6860.2,537.0,7.82,2956800.0,6.64,21.34,59.87,7.91,114,1990-01-15,1990-05-15,Drip,NPK 15-15-15,None,0.76
FARM05585,Canada,Potatoes,25099.4,537.0,8.2,2956800.0,6.21,27.12,55.71,8.83,119,1990-01-15,1990-05-15,Sprinkler,Urea,None,0.87
FARM05586,Canada,Potatoes,25099.4,537.0,9.48,2956800.0,5.55,23.83,53.13,6.84,103,1990-01-15,1990-05-15,Drip,Urea,None,0.89
FARM05587,Canada,Potatoes,25099.4,537.0,6.07,2956800.0,5.57,30.06,58.7,8.35,108,1990-01-15,1990-05-15,Drip,Organic Compost,Mild,0.84
FARM05588,Canada,Potatoes,25099.4,537.0,5.57,2956800.0,5.0,31.53,61.69,7.46,106,1990-01-15,1990-05-15,Flood,Urea,None,0.88
FARM05589,Canada,Potatoes,25099.4,537.0,7.41,2956800.0,6.22,35.02,61.18,8.58,110,1990-01-15,1990-05-15,Drip,NPK 15-15-15,None,0.87
FARM05590,Canada,Potatoes,25099.4,537.0,7.82,2956800.0,6.34,31.18,63.68,7.67,112,1990-01-15,1990-05-15,Sprinkler,Urea,None,0.85
FARM05591,Canada,Soybeans,2609.6,537.0,8.2,2956800.0,6.41,35.02,57.31,8.37,121,1990-01-15,1990-05-15,Rainfed,DAP,None,0.51
FARM05592,Canada,Soybeans,2609.6,537.0,9.48,2956800.0,6.51,33.24,52.08,7.53,114,1990-01-15,1990-05-15,Flood,Urea,None,0.5
FARM05593,Canada,Soybeans,2609.6,537.0,6.07,2956800.0,6.34,27.5,62.58,6.38,125,1990-01-15,1990-05-15,Sprinkler,Urea,None,0.49
FARM05594,Canada,Soybeans,2609.6,537.0,5.57,2956800.0,6.73,24.24,58.81,8.25,121,1990-01-15,1990-05-15,Drip,NPK 15-15-15,None,0.48
FARM05595,Canada,Soybeans,2609.6,537.0,7.41,2956800.0,6.99,35.59,52.43,6.92,110,1990-01-15,1990-05-15,Sprinkler,NPK 15-15-15,Moderate,0.67
FARM05596,Canada,Soybeans,2609.6,537.0,7.82,2956800.0,5.99,40.9,59.85,9.16,122,1990-01-15,1990-05-15,Flood,NPK 15-15-15,Moderate,0.56
FARM05597,Canada,Wheat,2276.9,537.0,8.2,2956800.0,6.94,45.35,62.81,8.41,137,1990-01-15,1990-05-15,Sprinkler,NPK 15-15-15,None,0.61
FARM05598,Canada,Wheat,2276.9,537.0,9.48,2956800.0,6.7,37.35,58.06,8.54,133,1990-01-15,1990-05-15,Drip,Organic Compost,Moderate,0.52
FARM05599,Canada,Wheat,2276.9,537.0,6.07,2956800.0,6.84,39.96,63.93,7.74,130,1990-01-15,1990-05-15,Flood,Urea,None,0.54
FARM05600,Canada,Wheat,2276.9,537.0,5.57,2956800.0,6.96,34.98,56.54,7.95,143,1990-01-15,1990-05-15,Flood,Organic Compost,None,0.57
FARM05601,Canada,Wheat,2276.9,537.0,7.41,2956800.0,6.73,34.18,54.65,6.07,146,1990-01-15,1990-05-15,Drip,DAP,None,0.52
FARM05602,Canada,Wheat,2276.9,537.0,7.82,2956800.0,6.76,33.23,60.77,8.28,142,1990-01-15,1990-05-15,Drip,Urea,None,0.52
FARM05603,Canada,Maize,6709.8,537.0,8.13,2947750.0,6.43,32.14,55.79,7.05,113,1991-01-15,1991-05-15,Drip,Urea,None,0.67
FARM05604,Canada,Maize,6709.8,537.0,9.72,2947750.0,6.84,35.71,61.23,8.22,126,1991-01-15,1991-05-15,Drip,Urea,Mild,0.64
FARM05605,Canada,Maize,6709.8,537.0,5.82,2947750.0,6.65,30.07,59.04,7.09,127,1991-01-15,1991-05-15,Rainfed,NPK 15-15-15,None,0.71
FARM05606,Canada,Maize,6709.8,537.0,5.46,2947750.0,6.58,31.93,63.41,8.46,123,1991-01-15,1991-05-15,Flood,NPK 15-15-15,Mild,0.72
FARM05607,Canada,Maize,6709.8,537.0,7.55,2947750.0,6.06,26.78,60.02,8.11,128,1991-01-15,1991-05-15,Drip,DAP,None,0.65
FARM05608,Canada,Maize,6709.8,537.0,7.89,2947750.0,6.37,35.05,53.72,6.91,115,1991-01-15,1991-05-15,Rainfed,Urea,None,0.65
FARM05609,Canada,Potatoes,9663.7,537.0,8.13,2947750.0,6.11,27.88,49.23,9.04,109,1991-01-15,1991-05-15,Sprinkler,NPK 15-15-15,None,0.68
FARM05610,Canada,Potatoes,9663.7,537.0,9.72,2947750.0,5.81,32.84,59.53,7.81,110,1991-01-15,1991-05-15,Drip,NPK 15-15-15,None,0.74
FARM05611,Canada,Potatoes,9663.7,537.0,5.82,2947750.0,6.03,35.17,60.62,7.26,116,1991-01-15,1991-05-15,Rainfed,Urea,Mild,0.78
FARM05612,Canada,Potatoes,9663.7,537.0,5.46,2947750.0,6.42,35.6,54.46,8.79,116,1991-01-15,1991-05-15,Flood,NPK 15-15-15,None,0.71
FARM05613,Canada,Potatoes,9663.7,537.0,7.55,2947750.0,6.16,36.53,60.68,7.52,111,1991-01-15,1991-05-15,Drip,Organic Compost,None,0.76
FARM05614,Canada,Potatoes,9663.7,537.0,7.89,2947750.0,5.83,31.6,62.88,7.83,101,1991-01-15,1991-05-15,Flood,Urea,None,0.71
FARM05615,Canada,Soybeans,2441.5,537.0,8.13,2947750.0,6.42,35.1,54.37,9.19,109,1991-01-15,1991-05-15,Drip,DAP,None,0.48
FARM05616,Canada,Soybeans,2441.5,537.0,9.72,2947750.0,5.71,30.24,48.67,8.28,115,1991-01-15,1991-05-15,Rainfed,NPK 15-15-15,None,0.43
FARM05617,Canada,Soybeans,2441.5,537.0,5.82,2947750.0,6.54,22.82,62.24,8.46,106,1991-01-15,1991-05-15,Drip,Urea,None,0.56
FARM05618,Canada,Soybeans,2441.5,537.0,5.46,2947750.0,6.49,35.32,63.62,7.87,110,1991-01-15,1991-05-15,Drip,Organic Compost,None,0.54
FARM05619,Canada,Soybeans,2441.5,537.0,7.55,2947750.0,6.74,34.16,54.55,7.43,112,1991-01-15,1991-05-15,Flood,Organic Compost,None,0.58
FARM05620,Canada,Soybeans,2441.5,537.0,7.89,2947750.0,6.55,37.74,60.42,7.7,119,1991-01-15,1991-05-15,Flood,NPK 15-15-15,None,0.51
FARM05621,Canada,Wheat,2255.9,537.0,8.13,2947750.0,6.69,32.54,58.53,6.07,146,1991-01-15,1991-05-15,Flood,Urea,Moderate,0.56
FARM05622,Canada,Wheat,2255.9,537.0,9.72,2947750.0,6.18,24.66,55.97,8.5,136,1991-01-15,1991-05-15,Drip,NPK 15-15-15,Mild,0.54
FARM05623,Canada,Wheat,2255.9,537.0,5.82,2947750.0,6.47,32.21,60.68,8.44,135,1991-01-15,1991-05-15,Sprinkler,Organic Compost,Mild,0.49
FARM05624,Canada,Wheat,2255.9,537.0,5.46,2947750.0,6.97,37.1,56.53,6.77,132,1991-01-15,1991-05-15,Drip,Urea,None,0.45
FARM05625,Canada,Wheat,2255.9,537.0,7.55,2947750.0,7.4,35.05,53.08,8.27,133,1991-01-15,1991-05-15,Drip,Urea,None,0.55
FARM05626,Canada,Wheat,2255.9,537.0,7.89,2947750.0,6.77,31.94,58.94,5.57,135,1991-01-15,1991-05-15,Drip,NPK 15-15-15,None,0.47
FARM05627,Canada,Maize,5692.7,537.0,6.25,2938700.0,6.61,24.35,59.21,9.67,126,1992-01-15,1992-05-15,Sprinkler,NPK 15-15-15,None,0.75
FARM05628,Canada,Maize,5692.7,537.0,8.05,2938700.0,6.83,27.54,47.05,7.51,127,1992-01-15,1992-05-15,Drip,NPK 15-15-15,Mild,0.7
FARM05629,Canada,Maize,5692.7,537.0,4.41,2938700.0,6.22,35.06,54.34,7.55,110,1992-01-15,1992-05-15,Flood,Organic Compost,None,0.73
FARM05630,Canada,Maize,5692.7,537.0,3.69,2938700.0,6.63,24.35,56.73,8.56,130,1992-01-15,1992-05-15,Drip,NPK 15-15-15,None,0.7
FARM05631,Canada,Maize,5692.7,537.0,5.79,2938700.0,6.24,31.08,60.47,8.34,113,1992-01-15,1992-05-15,Sprinkler,NPK 15-15-15,None,0.66
FARM05632,Canada,Maize,5692.7,537.0,8.77,2938700.0,6.8,32.86,50.79,6.74,117,1992-01-15,1992-05-15,Flood,NPK 15-15-15,Severe,0.68
FARM05633,Canada,Potatoes,11817.3,537.0,6.25,2938700.0,5.85,38.42,56.86,8.0,108,1992-01-15,1992-05-15,Sprinkler,Urea,None,0.78
FARM05634,Canada,Potatoes,11817.3,537.0,8.05,2938700.0,5.9,35.74,64.99,8.3,109,1992-01-15,1992-05-15,Sprinkler,DAP,None,0.8
FARM05635,Canada,Potatoes,11817.3,537.0,4.41,2938700.0,5.53,37.49,59.33,7.29,112,1992-01-15,1992-05-15,Sprinkler,Urea,None,0.75
FARM05636,Canada,Potatoes,11817.3,537.0,3.69,2938700.0,6.05,34.18,59.94,8.59,100,1992-01-15,1992-05-15,Sprinkler,Organic Compost,None,0.68
FARM05637,Canada,Potatoes,11817.3,537.0,5.79,2938700.0,6.53,28.44,58.13,6.94,119,1992-01-15,1992-05-15,Sprinkler,Organic Compost,None,0.75
FARM05638,Canada,Potatoes,11817.3,537.0,8.77,2938700.0,5.45,29.6,60.81,8.44,110,1992-01-15,1992-05-15,Drip,Organic Compost,None,0.76
FARM05639,Canada,Soybeans,2336.3,537.0,6.25,2938700.0,6.48,28.01,58.31,6.77,125,1992-01-15,1992-05-15,Flood,Urea,None,0.5
FARM05640,Canada,Soybeans,2336.3,537.0,8.05,2938700.0,6.68,35.63,56.36,7.62,123,1992-01-15,1992-05-15,Sprinkler,DAP,Moderate,0.45
FARM05641,Canada,Soybeans,2336.3,537.0,4.41,2938700.0,6.88,29.2,59.67,6.66,106,1992-01-15,1992-05-15,Drip,NPK 15-15-15,None,0.53
FARM05642,Canada,Soybeans,2336.3,537.0,3.69,2938700.0,6.4,30.7,64.72,8.6,115,1992-01-15,1992-05-15,Drip,NPK 15-15-15,None,0.57
FARM05643,Canada,Soybeans,2336.3,537.0,5.79,2938700.0,5.61,32.78,59.98,8.96,121,1992-01-15,1992-05-15,Drip,Urea,None,0.46
FARM05644,Canada,Soybeans,2336.3,537.0,8.77,2938700.0,7.08,40.88,57.11,9.33,109,1992-01-15,1992-05-15,Flood,NPK 15-15-15,Mild,0.6
FARM05645,Canada,Wheat,2160.3,537.0,6.25,2938700.0,7.07,35.96,62.85,7.63,139,1992-01-15,1992-05-15,Sprinkler,NPK 15-15-15,None,0.51
FARM05646,Canada,Wheat,2160.3,537.0,8.05,2938700.0,6.19,28.81,55.15,7.34,138,1992-01-15,1992-05-15,Sprinkler,Organic Compost,None,0.55
FARM05647,Canada,Wheat,2160.3,537.0,4.41,2938700.0,6.59,33.43,46.25,8.77,146,1992-01-15,1992-05-15,Rainfed,NPK 15-15-15,None,0.5
FARM05648,Canada,Wheat,2160.3,537.0,3.69,2938700.0,7.35,40.93,61.21,8.01,145,1992-01-15,1992-05-15,Rainfed,NPK 15-15-15,None,0.53
FARM05649,Canada,Wheat,2160.3,537.0,5.79,2938700.0,7.31,35.75,60.11,7.45,139,1992-01-15,1992-05-15,Sprinkler,Urea,None,0.53
FARM05650,Canada,Wheat,2160.3,537.0,8.77,2938700.0,7.13,24.68,54.39,7.44,150,1992-01-15,1992-05-15,Sprinkler,Urea,None,0.52
FARM05651,Canada,Maize,6424.1,537.0,6.48,2929650.0,6.44,28.1,56.95,7.99,111,1993-01-15,1993-05-15,Sprinkler,Urea,None,0.72
FARM05652,Canada,Maize,6424.1,537.0,8.11,2929650.0,6.53,27.71,62.24,8.94,124,1993-01-15,1993-05-15,Drip,Urea,None,0.66
FARM05653,Canada,Maize,6424.1,537.0,4.52,2929650.0,6.45,39.88,60.82,7.12,113,1993-01-15,1993-05-15,Sprinkler,DAP,Mild,0.73
FARM05654,Canada,Maize,6424.1,537.0,3.96,2929650.0,6.89,38.95,65.18,9.02,110,1993-01-15,1993-05-15,Sprinkler,NPK 15-15-15,None,0.77
FARM05655,Canada,Maize,6424.1,537.0,5.87,2929650.0,6.19,29.55,59.4,7.82,118,1993-01-15,1993-05-15,Drip,Organic Compost,Severe,0.7
FARM05656,Canada,Maize,6424.1,537.0,7.69,2929650.0,6.22,29.44,56.81,8.94,126,1993-01-15,1993-05-15,Flood,DAP,None,0.66
FARM05657,Canada,Potatoes,10767.4,537.0,6.48,2929650.0,6.15,32.89,60.86,7.8,100,1993-01-15,1993-05-15,Drip,Urea,None,0.75
FARM05658,Canada,Potatoes,10767.4,537.0,8.11,2929650.0,5.78,33.04,58.68,8.63,111,1993-01-15,1993-05-15,Sprinkler,NPK 15-15-15,None,0.71
FARM05659,Canada,Potatoes,10767.4,537.0,4.52,2929650.0,6.28,27.86,60.76,7.3,112,1993-01-15,1993-05-15,Drip,NPK 15-15-15,None,0.78
FARM05660,Canada,Potatoes,10767.4,537.0,3.96,2929650.0,5.56,31.43,58.36,8.3,113,1993-01-15,1993-05-15,Sprinkler,NPK 15-15-15,None,0.73
FARM05661,Canada,Potatoes,10767.4,537.0,5.87,2929650.0,5.78,25.4,56.04,8.48,112,1993-01-15,1993-05-15,Drip,NPK 15-15-15,None,0.7
FARM05662,Canada,Potatoes,10767.4,537.0,7.69,2929650.0,5.48,39.03,55.28,6.48,100,1993-01-15,1993-05-15,Sprinkler,DAP,None,0.76
FARM05663,Canada,Soybeans,2600.5,537.0,6.48,2929650.0,6.6,23.87,60.1,9.27,112,1993-01-15,1993-05-15,Sprinkler,Urea,None,0.52
FARM05664,Canada,Soybeans,2600.5,537.0,8.11,2929650.0,6.08,23.81,59.81,6.8,116,1993-01-15,1993-05-15,Drip,Urea,None,0.54
FARM05665,Canada,Soybeans,2600.5,537.0,4.52,2929650.0,6.43,34.85,48.49,8.83,114,1993-01-15,1993-05-15,Drip,NPK 15-15-15,None,0.47
FARM05666,Canada,Soybeans,2600.5,537.0,3.96,2929650.0,6.1,26.49,56.35,7.57,120,1993-01-15,1993-05-15,Flood,Urea,None,0.57
FARM05667,Canada,Soybeans,2600.5,537.0,5.87,2929650.0,6.84,30.17,51.97,8.58,110,1993-01-15,1993-05-15,Sprinkler,Urea,None,0.59
FARM05668,Canada,Soybeans,2600.5,537.0,7.69,2929650.0,6.85,32.99,55.43,8.3,121,1993-01-15,1993-05-15,Drip,Urea,None,0.49
FARM05669,Canada,Wheat,2202.7,537.0,6.48,2929650.0,6.19,36.05,55.61,7.69,137,1993-01-15,1993-05-15,Sprinkler,Urea,None,0.45
FARM05670,Canada,Wheat,2202.7,537.0,8.11,2929650.0,7.27,31.57,57.8,7.25,141,1993-01-15,1993-05-15,Drip,NPK 15-15-15,None,0.51
FARM05671,Canada,Wheat,2202.7,537.0,4.52,2929650.0,7.67,41.57,59.75,7.77,148,1993-01-15,1993-05-15,Sprinkler,NPK 15-15-15,None,0.52
FARM05672,Canada,Wheat,2202.7,537.0,3.96,2929650.0,6.82,32.67,67.81,7.58,149,1993-01-15,1993-05-15,Drip,NPK 15-15-15,Moderate,0.53
FARM05673,Canada,Wheat,2202.7,537.0,5.87,2929650.0,6.58,38.63,59.82,8.26,150,1993-01-15,1993-05-15,Drip,NPK 15-15-15,None,0.47
FARM05674,Canada,Wheat,2202.7,537.0,7.69,2929650.0,7.79,34.06,59.97,8.03,142,1993-01-15,1993-05-15,Sprinkler,DAP,Moderate,0.53
FARM05675,Canada,Maize,7374.8,537.0,6.52,2920600.0,6.04,43.33,52.32,7.33,110,1994-01-15,1994-05-15,Flood,Organic Compost,None,0.68
FARM05676,Canada,Maize,7374.8,537.0,8.11,2920600.0,6.51,37.96,55.87,6.98,123,1994-01-15,1994-05-15,Sprinkler,Urea,None,0.69
FARM05677,Canada,Maize,7374.8,537.0,4.72,2920600.0,6.56,32.89,54.57,7.63,113,1994-01-15,1994-05-15,Sprinkler,NPK 15-15-15,None,0.78
FARM05678,Canada,Maize,7374.8,537.0,4.06,2920600.0,6.97,35.82,61.63,7.9,119,1994-01-15,1994-05-15,Drip,DAP,None,0.71
FARM05679,Canada,Maize,7374.8,537.0,5.95,2920600.0,6.63,31.37,58.5,7.36,121,1994-01-15,1994-05-15,Sprinkler,Urea,None,0.66
FARM05680,Canada,Maize,7374.8,537.0,8.27,2920600.0,6.33,31.32,55.76,8.27,127,1994-01-15,1994-05-15,Flood,NPK 15-15-15,None,0.68
FARM05681,Canada,Potatoes,11244.8,537.0,6.52,2920600.0,5.47,26.15,61.83,7.79,120,1994-01-15,1994-05-15,Sprinkler,Urea,None,0.76
FARM05682,Canada,Potatoes,11244.8,537.0,8.11,2920600.0,5.68,28.63,56.13,8.75,103,1994-01-15,1994-05-15,Sprinkler,NPK 15-15-15,None,0.74
FARM05683,Canada,Potatoes,11244.8,537.0,4.72,2920600.0,5.45,42.98,64.24,8.26,102,1994-01-15,1994-05-15,Drip,Organic Compost,None,0.75
FARM05684,Canada,Potatoes,11244.8,537.0,4.06,2920600.0,5.82,26.65,64.52,8.44,101,1994-01-15,1994-05-15,Sprinkler,NPK 15-15-15,None,0.77
FARM05685,Canada,Potatoes,11244.8,537.0,5.95,2920600.0,5.6,29.39,55.75,7.51,103,1994-01-15,1994-05-15,Sprinkler,Urea,None,0.79
FARM05686,Canada,Potatoes,11244.8,537.0,8.27,2920600.0,5.28,32.2,61.58,8.99,103,1994-01-15,1994-05-15,Drip,Urea,None,0.82
FARM05687,Canada,Soybeans,2744.7,537.0,6.52,2920600.0,7.04,32.37,58.46,8.17,112,1994-01-15,1994-05-15,Drip,Organic Compost,None,0.56
FARM05688,Canada,Soybeans,2744.7,537.0,8.11,2920600.0,6.43,34.59,55.63,9.02,114,1994-01-15,1994-05-15,Drip,DAP,None,0.52
FARM05689,Canada,Soybeans,2744.7,537.0,4.72,2920600.0,6.16,30.33,60.48,8.66,105,1994-01-15,1994-05-15,Drip,NPK 15-15-15,None,0.58
FARM05690,Canada,Soybeans,2744.7,537.0,4.06,2920600.0,6.54,34.9,52.89,7.8,124,1994-01-15,1994-05-15,Drip,NPK 15-15-15,None,0.57
FARM05691,Canada,Soybeans,2744.7,537.0,5.95,2920600.0,6.62,38.38,56.14,7.48,120,1994-01-15,1994-05-15,Rainfed,NPK 15-15-15,None,0.54
FARM05692,Canada,Soybeans,2744.7,537.0,8.27,2920600.0,5.99,39.0,58.8,8.04,109,1994-01-15,1994-05-15,Drip,Organic Compost,None,0.63
FARM05693,Canada,Wheat,2127.5,537.0,6.52,2920600.0,6.92,31.33,56.83,7.73,141,1994-01-15,1994-05-15,Flood,NPK 15-15-15,None,0.42
FARM05694,Canada,Wheat,2127.5,537.0,8.11,2920600.0,6.43,35.73,61.52,7.4,142,1994-01-15,1994-05-15,Flood,NPK 15-15-15,Moderate,0.59
FARM05695,Canada,Wheat,2127.5,537.0,4.72,2920600.0,7.4,26.94,57.31,7.12,135,1994-01-15,1994-05-15,Sprinkler,NPK 15-15-15,None,0.49
FARM05696,Canada,Wheat,2127.5,537.0,4.06,2920600.0,6.98,29.06,59.72,9.5,144,1994-01-15,1994-05-15,Sprinkler,Urea,None,0.58
FARM05697,Canada,Wheat,2127.5,537.0,5.95,2920600.0,6.66,26.8,57.81,6.88,132,1994-01-15,1994-05-15,Drip,NPK 15-15-15,None,0.55
FARM05698,Canada,Wheat,2127.5,537.0,8.27,2920600.0,6.54,32.44,51.02,6.42,132,1994-01-15,1994-05-15,Sprinkler,NPK 15-15-15,None,0.52
FARM05699,Canada,Maize,7252.8,537.0,7.19,3222340.0,6.46,28.38,59.24,8.27,119,1995-01-15,1995-05-15,Flood,NPK 15-15-15,None,0.71
FARM05700,Canada,Maize,7252.8,537.0,8.52,3222340.0,6.71,25.07,58.27,7.39,124,1995-01-15,1995-05-15,Drip,Urea,Severe,0.69
FARM05701,Canada,Maize,7252.8,537.0,5.47,3222340.0,6.49,30.74,50.8,7.72,128,1995-01-15,1995-05-15,Flood,Urea,None,0.69
FARM05702,Canada,Maize,7252.8,537.0,4.81,3222340.0,6.42,24.03,48.98,6.87,111,1995-01-15,1995-05-15,Rainfed,Organic Compost,None,0.69
FARM05703,Canada,Maize,7252.8,537.0,6.38,3222340.0,6.52,39.31,56.26,8.29,126,1995-01-15,1995-05-15,Rainfed,Urea,None,0.72
FARM05704,Canada,Maize,7252.8,537.0,8.49,3222340.0,6.29,29.88,61.94,8.19,120,1995-01-15,1995-05-15,Drip,Organic Compost,Mild,0.77
FARM05705,Canada,Potatoes,10785.9,537.0,7.19,3222340.0,5.68,37.6,68.54,8.72,110,1995-01-15,1995-05-15,Flood,NPK 15-15-15,None,0.75
FARM05706,Canada,Potatoes,10785.9,537.0,8.52,3222340.0,5.07,30.21,49.72,8.4,113,1995-01-15,1995-05-15,Drip,DAP,None,0.68
FARM05707,Canada,Potatoes,10785.9,537.0,5.47,3222340.0,6.14,26.7,65.03,7.73,109,1995-01-15,1995-05-15,Sprinkler,Organic Compost,None,0.76
FARM05708,Canada,Potatoes,10785.9,537.0,4.81,3222340.0,5.9,38.55,63.51,6.67,105,1995-01-15,1995-05-15,Rainfed,Organic Compost,Mild,0.74
FARM05709,Canada,Potatoes,10785.9,537.0,6.38,3222340.0,5.53,33.11,55.74,7.33,104,1995-01-15,1995-05-15,Drip,NPK 15-15-15,None,0.76
FARM05710,Canada,Potatoes,10785.9,537.0,8.49,3222340.0,6.46,42.11,64.55,7.28,107,1995-01-15,1995-05-15,Sprinkler,Urea,Mild,0.78
FARM05711,Canada,Soybeans,2788.2,537.0,7.19,3222340.0,6.63,30.34,59.54,7.08,109,1995-01-15,1995-05-15,Rainfed,NPK 15-15-15,Mild,0.53
FARM05712,Canada,Soybeans,2788.2,537.0,8.52,3222340.0,6.24,30.45,56.1,9.0,105,1995-01-15,1995-05-15,Sprinkler,Organic Compost,None,0.55
FARM05713,Canada,Soybeans,2788.2,537.0,5.47,3222340.0,6.9,37.7,51.41,9.08,105,1995-01-15,1995-05-15,Sprinkler,DAP,None,0.58
FARM05714,Canada,Soybeans,2788.2,537.0,4.81,3222340.0,6.74,37.73,59.27,7.55,121,1995-01-15,1995-05-15,Drip,Urea,None,0.51
FARM05715,Canada,Soybeans,2788.2,537.0,6.38,3222340.0,6.74,33.44,58.24,8.61,106,1995-01-15,1995-05-15,Sprinkler,NPK 15-15-15,None,0.48
FARM05716,Canada,Soybeans,2788.2,537.0,8.49,3222340.0,6.45,49.35,65.98,8.17,118,1995-01-15,1995-05-15,Flood,Urea,None,0.56
FARM05717,Canada,Wheat,2246.7,537.0,7.19,3222340.0,6.96,31.27,53.89,7.5,149,1995-01-15,1995-05-15,Drip,Urea,None,0.55
FARM05718,Canada,Wheat,2246.7,537.0,8.52,3222340.0,6.71,26.32,53.46,8.04,134,1995-01-15,1995-05-15,Drip,NPK 15-15-15,None,0.54
FARM05719,Canada,Wheat,2246.7,537.0,5.47,3222340.0,6.99,27.66,56.49,6.39,136,1995-01-15,1995-05-15,Sprinkler,NPK 15-15-15,Severe,0.58
FARM05720,Canada,Wheat,2246.7,537.0,4.81,3222340.0,6.13,31.3,69.48,6.71,141,1995-01-15,1995-05-15,Sprinkler,NPK 15-15-15,None,0.52
FARM05721,Canada,Wheat,2246.7,537.0,6.38,3222340.0,6.65,40.27,53.47,8.3,144,1995-01-15,1995-05-15,Drip,DAP,None,0.57
FARM05722,Canada,Wheat,2246.7,537.0,8.49,3222340.0,7.4,31.74,62.25,8.72,144,1995-01-15,1995-05-15,Sprinkler,Urea,Mild,0.54
FARM05723,Canada,Maize,6914.1,537.0,6.88,3524080.0,6.23,40.5,51.59,8.69,127,1996-01-15,1996-05-15,Sprinkler,NPK 15-15-15,None,0.76
FARM05724,Canada,Maize,6914.1,537.0,7.85,3524080.0,6.29,34.84,59.07,7.12,118,1996-01-15,1996-05-15,Drip,Urea,None,0.67
FARM05725,Canada,Maize,6914.1,537.0,5.25,3524080.0,6.34,38.09,59.03,8.67,116,1996-01-15,1996-05-15,Flood,NPK 15-15-15,None,0.69
FARM05726,Canada,Maize,6914.1,537.0,4.66,3524080.0,6.07,34.61,56.14,8.49,116,1996-01-15,1996-05-15,Sprinkler,Urea,None,0.7
FARM05727,Canada,Maize,6914.1,537.0,5.81,3524080.0,5.73,34.57,61.23,8.33,122,1996-01-15,1996-05-15,Flood,Urea,None,0.76
FARM05728,Canada,Maize,6914.1,537.0,7.16,3524080.0,6.42,36.43,54.48,7.85,123,1996-01-15,1996-05-15,Drip,NPK 15-15-15,Moderate,0.8
FARM05729,Canada,Potatoes,11232.3,537.0,6.88,3524080.0,5.85,29.84,51.36,7.54,100,1996-01-15,1996-05-15,Sprinkler,NPK 15-15-15,None,0.72
FARM05730,Canada,Potatoes,11232.3,537.0,7.85,3524080.0,5.78,29.89,56.09,8.55,106,1996-01-15,1996-05-15,Rainfed,Urea,None,0.76
FARM05731,Canada,Potatoes,11232.3,537.0,5.25,3524080.0,5.75,34.42,54.97,8.6,106,1996-01-15,1996-05-15,Drip,Organic Compost,None,0.84
FARM05732,Canada,Potatoes,11232.3,537.0,4.66,3524080.0,5.82,42.38,59.97,7.8,108,1996-01-15,1996-05-15,Rainfed,Urea,None,0.71
FARM05733,Canada,Potatoes,11232.3,537.0,5.81,3524080.0,6.16,24.97,57.22,8.31,110,1996-01-15,1996-05-15,Drip,NPK 15-15-15,None,0.81
FARM05734,Canada,Potatoes,11232.3,537.0,7.16,3524080.0,5.73,22.53,63.94,8.33,111,1996-01-15,1996-05-15,Drip,Organic Compost,None,0.79
FARM05735,Canada,Soybeans,2516.8,537.0,6.88,3524080.0,6.4,31.35,56.55,7.88,125,1996-01-15,1996-05-15,Drip,Urea,None,0.54
FARM05736,Canada,Soybeans,2516.8,537.0,7.85,3524080.0,6.5,37.83,58.44,7.41,124,1996-01-15,1996-05-15,Sprinkler,Urea,None,0.5
FARM05737,Canada,Soybeans,2516.8,537.0,5.25,3524080.0,6.8,32.93,53.99,8.02,110,1996-01-15,1996-05-15,Flood,Organic Compost,None,0.53
FARM05738,Canada,Soybeans,2516.8,537.0,4.66,3524080.0,7.09,26.82,57.23,8.66,122,1996-01-15,1996-05-15,Drip,Organic Compost,None,0.56
FARM05739,Canada,Soybeans,2516.8,537.0,5.81,3524080.0,6.38,33.07,54.71,7.27,121,1996-01-15,1996-05-15,Sprinkler,Organic Compost,None,0.57
FARM05740,Canada,Soybeans,2516.8,537.0,7.16,3524080.0,6.63,24.01,62.42,8.89,120,1996-01-15,1996-05-15,Flood,NPK 15-15-15,None,0.54
