Year,State,Crop,Season,Area,Annual_Rainfall,Fertilizer,Pesticide,Yield
2009,Kerala,Garlic,Whole Year,336.0,2821.5,52355.52,57.12,17.0
2006,Meghalaya,Linseed,Rabi,82.0,2454.7,10472.22,18.04,0.48
2004,Meghalaya,Sesamum,Kharif,1628.0,4767.9,176377.52,341.88,0.548333
2001,Andhra Pradesh,Moong(Green Gram),Kharif,338337.0,928.4,34554357.81,87967.62,0.408636
2008,Puducherry,Dry chillies,Kharif,1.0,1434.6,143.04,0.09,1.0
2018,Gujarat,Soyabean,Kharif,135651.0,1125.4,22002592.2,47477.85,1.619
2003,Nagaland,Sugarcane,Whole Year,2800.0,1709.8,277144.0,672.0,37.281667
2008,Meghalaya,Tapioca,Whole Year,4187.0,3114.3,598908.48,376.83,6.267143
2003,West Bengal,Ginger,Kharif,8053.0,1526.7,797085.94,1932.72,1.623529
2014,Bihar,Gram,Rabi,60002.0,1061.0,9057901.92,19800.66,0.941333
2014,Nagaland,Sweet potato,Kharif,1570.0,1333.3,237007.2,518.1,8.514545
2015,Maharashtra,other oilseeds,Rabi,9154.0,875.7,1445508.14,3020.82,0.317308
2019,Madhya Pradesh,Urad,Kharif,1761556.0,1446.7,302564858.6,651775.72,0.356471
2005,Madhya Pradesh,Linseed,Rabi,132260.0,1032.7,15860619.2,27774.6,0.592826
2014,Odisha,Potato,Winter,8445.0,1536.9,1274857.2,2786.85,12.0725
2013,Tamil Nadu,Onion,Kharif,9104.0,740.9,1315436.96,2458.08,11.319615
2000,Meghalaya,Wheat,Rabi,4215.0,6258.8,413786.55,1095.9,1.395
2003,Rajasthan,Gram,Rabi,673580.93,264.8,80527.13,3603.78,0.850785
2011,Bihar,Jowar,Kharif,2016.0,1097.1,337720.32,665.28,1.045714
2010,Goa,Groundnut,Kharif,461.0,4193.3,76576.71,110.64,3.02
2018,Manipur,Masoor,Rabi,758.0,1196.9,122947.6,265.3,0.92
2009,Assam,Black pepper,Whole Year,2967.0,1727.1,462317.94,504.39,1.577778
2008,Gujarat,Dry chillies,Whole Year,7400.0,746.1,1058496.0,666.0,0.96
2018,Kerala,Black pepper,Whole Year,82761.41,2989.7,13423900.7,28966.49,0.328571
2004,Uttarakhand,Barley,Rabi,24180.0,1219.6,2619661.2,5077.8,1.441538
2007,Jammu and Kashmir,Tobacco,Kharif,6.0,1042.2,800.4,0.96,0.325
2018,Manipur,Moong(Green Gram),Kharif,456.0,1196.9,73963.2,159.6,1.053333
2000,West Bengal,Maize,Kharif,35267.0,1907.7,3462161.39,9169.42,2.568571
2008,Karnataka,Potato,Kharif,67728.0,1164.1,9687813.12,6095.52,2.449412
2004,Jammu and Kashmir,Rice,Kharif,250044.0,1032.1,27089766.96,52509.24,1.838333
2017,Tamil Nadu,Castor seed,Kharif,4374.0,970.9,688642.56,1662.12,0.3748
2006,Jammu and Kashmir,Ginger,Kharif,4.0,1786.5,510.84,0.88,1.7
2007,West Bengal,Gram,Rabi,25112.0,2007.5,3349940.8,4017.92,0.873333
2015,West Bengal,Jowar,Autumn,25.0,1717.0,3947.75,8.25,0.36
2000,Odisha,Castor seed,Kharif,9710.0,1066.0,953230.7,2524.6,0.5196
2004,Kerala,Cardamom,Whole Year,41378.0,2880.2,4482892.52,8689.38,0.069
2007,Maharashtra,Ragi,Kharif,128300.0,1257.2,17115220.0,20528.0,0.941818
2001,Andhra Pradesh,Cotton(lint),Kharif,1107852.0,928.4,113144924.8,288041.52,1.820455
2014,Rajasthan,Wheat,Rabi,5178435.2,342.6,786536.14,52276.66,4.325157
2018,Odisha,Rapeseed &Mustard,Winter,6019.0,1635.9,976281.8,2106.65,0.271429
2019,Madhya Pradesh,Soyabean,Kharif,6194044.0,1446.7,1063888997.0,2291796.28,0.678431
2003,Chhattisgarh,Peas & beans (Pulses),Rabi,17307.0,1643.7,1713046.86,4153.68,0.34625
2001,Assam,Sugarcane,Whole Year,27166.0,1824.7,2774463.58,7063.16,37.217391
2019,Chhattisgarh,Niger seed,Kharif,36318.0,1420.3,6237979.68,13437.66,0.192941
2017,Andhra Pradesh,Mesta,Kharif,4850.0,868.2,763584.0,1843.0,8.73
2019,Mizoram,Onion,Rabi,18.3,2178.5,3143.21,6.77,3.76
2007,Arunachal Pradesh,Sugarcane,Whole Year,1233.0,3223.9,164482.2,197.28,16.482
2007,Uttar Pradesh,Small millets,Kharif,13053.0,672.9,1741270.2,2088.48,0.608077
2000,Andhra Pradesh,Maize,Kharif,430544.0,935.6,42266504.48,111941.44,2.564545
2012,Maharashtra,Groundnut,Kharif,238000.0,1003.4,35890400.0,73780.0,0.8236
2009,Kerala,Ginger,Whole Year,5408.0,2821.5,842674.56,919.36,3.402143
2012,Manipur,Peas & beans (Pulses),Rabi,18379.0,1176.7,2771553.2,5697.49,0.937778
2013,Tamil Nadu,Rice,Kharif,1725730.0,740.9,249350727.7,465947.1,4.491935
2008,Haryana,Jowar,Kharif,86595.0,715.6,12386548.8,7793.55,0.497857
2017,Goa,Groundnut,Kharif,280.0,2772.5,44083.2,106.4,2.33
2015,Manipur,Wheat,Rabi,2250.0,1329.1,355297.5,742.5,2.503333
2008,West Bengal,Cotton(lint),Kharif,2780.0,1560.1,397651.2,250.2,2.32875
2018,Arunachal Pradesh,Other Kharif pulses,Kharif,2496.0,2992.9,404851.2,873.6,0.951818
2005,Tamil Nadu,Other Kharif pulses,Kharif,68999.0,1364.1,8274360.08,14489.79,0.366923
2002,Uttar Pradesh,Peas & beans (Pulses),Rabi,339606.0,664.0,32150500.02,84901.5,1.170294
2000,Andhra Pradesh,Horse-gram,Kharif,13824.0,935.6,1357102.08,3594.24,0.5
2014,Himachal Pradesh,Other Kharif pulses,Kharif,6180.0,1019.9,932932.8,2039.4,0.843333
2014,Himachal Pradesh,Small millets,Kharif,4122.0,1019.9,622257.12,1360.26,0.738571
2014,Assam,Castor seed,Kharif,941.0,1899.0,142053.36,310.53,0.64
2007,Assam,Rice,Autumn,354115.0,2154.1,47238941.0,56658.4,1.082593
2016,Uttarakhand,Potato,Kharif,6583.0,1580.9,1008844.75,2304.05,9.679091
2002,Manipur,Tapioca,Whole Year,223.0,1743.7,21111.41,55.75,5.298571
2019,Karnataka,Safflower,Rabi,26593.0,1422.3,4567613.68,9839.41,0.8256
2003,Uttarakhand,Other Cereals,Kharif,77717.0,1734.3,7692428.66,18652.08,1.000909
2002,Andhra Pradesh,Maize,Kharif,413659.0,648.1,39161097.53,103414.75,1.491364
2011,Puducherry,Turmeric,Kharif,2.0,1434.6,335.04,0.66,1.5
2005,Meghalaya,Turmeric,Whole Year,1817.0,3374.4,217894.64,381.57,5.621429
2018,Andhra Pradesh,Groundnut,Kharif,687139.0,1220.5,111453945.8,240498.65,1.965
2010,Assam,Turmeric,Whole Year,14963.0,2578.5,2485503.93,3591.12,0.753333
2011,Assam,Castor seed,Kharif,1024.0,1743.4,171540.48,337.92,0.515833
2004,Manipur,Dry chillies,Whole Year,11920.0,1613.3,1291412.8,2503.2,0.597778
2019,Odisha,Bajra,Kharif,1870.0,1593.9,321191.2,691.9,0.678
2005,Maharashtra,Mango,Whole Year,183430.1,862.7,20291.62,1245.99,5.499292
2005,West Bengal,Sesamum,Whole Year,148628.0,1650.1,17823469.76,31211.88,0.854706
2010,Nagaland,Rice,Kharif,180060.0,1771.8,29909766.6,43214.4,2.051818
2003,Uttarakhand,Other  Rabi pulses,Rabi,43.0,1734.3,4256.14,10.32,0.443333
2019,Nagaland,Bajra,Kharif,710.0,1593.0,121949.6,262.7,0.995455
2006,Andhra Pradesh,Rapeseed &Mustard,Rabi,5387.0,845.2,687973.77,1185.14,0.285
2020,Rajasthan,Coriander,Rabi,28691.71,594.0,5305.76,233.25,0.888711
2017,Puducherry,Urad,Kharif,10.0,1582.4,1574.4,3.8,0.9
2013,Manipur,Other Kharif pulses,Kharif,1500.0,1428.8,216735.0,405.0,1.104444
2007,Nagaland,Moong(Green Gram),Kharif,450.0,1769.0,60030.0,72.0,1.13
2003,Madhya Pradesh,Turmeric,Whole Year,655.0,1163.0,64831.9,157.2,1.005937
2015,Chhattisgarh,Jowar,Whole Year,5414.0,1136.0,854924.74,1786.62,0.923182
2000,Chhattisgarh,Safflower,Rabi,949.0,896.4,93163.33,246.74,0.274444
2008,Odisha,Rice,Autumn,707000.0,1539.0,101129280.0,63630.0,1.062143
2013,West Bengal,Maize,Autumn,43701.0,1939.9,6314357.49,11799.27,2.767778
2014,Telangana,Jowar,Kharif,42616.0,746.4,6433311.36,14063.28,0.885556
2000,Andhra Pradesh,Sweet potato,Whole Year,1938.0,935.6,190253.46,503.88,13.932778
2000,Sikkim,other oilseeds,Kharif,80.0,2504.8,7853.6,20.8,0.45
2001,Gujarat,Sugarcane,Whole Year,175800.0,666.5,17954454.0,45708.0,62.973846
2015,Karnataka,Cotton(lint),Kharif,599083.0,1024.9,94601196.53,197697.39,1.961667
2000,Assam,Gram,Rabi,2661.0,1965.5,261230.37,691.86,0.462381
2009,Mizoram,Maize,Kharif,8310.0,2086.3,1294864.2,1412.7,1.3625
2016,Jammu and Kashmir,Onion,Kharif,16.0,902.8,2452.0,5.6,0.5
2018,Madhya Pradesh,Moong(Green Gram),Kharif,95295.0,1102.2,15456849.0,33353.25,0.436275
2007,Assam,Arhar/Tur,Kharif,5893.0,2154.1,786126.2,942.88,0.712963
2008,Tamil Nadu,Sesamum,Whole Year,63693.0,1201.9,9110646.72,5732.37,0.467778
2014,Tamil Nadu,Sesamum,Kharif,21289.0,911.3,3213787.44,7025.37,0.559643
2019,Andhra Pradesh,Mesta,Kharif,1714.0,899.2,294396.64,634.18,10.135
2015,Assam,Castor seed,Kharif,881.0,2155.3,139118.71,290.73,0.591538
2013,Tamil Nadu,Maize,Kharif,223113.0,740.9,32237597.37,60240.51,6.161111
2004,Madhya Pradesh,Rapeseed &Mustard,Rabi,760363.0,895.7,82377727.42,159676.23,0.737917
2015,Jammu and Kashmir,Other  Rabi pulses,Rabi,123.0,1572.6,19422.93,40.59,0.871667
2019,Mizoram,Rice,Autumn,18510.0,2178.5,3179277.6,6848.7,1.18875
2010,Karnataka,Sannhamp,Whole Year,341.0,1317.7,56643.51,81.84,0.245
2003,Punjab,Rapeseed &Mustard,Rabi,52000.0,451.7,5146960.0,12480.0,1.137647
2009,Kerala,Coconut,Whole Year,778618.0,2821.5,121324256.8,132365.06,6728.865
2012,Nagaland,Wheat,Rabi,3270.0,1296.6,493116.0,1013.7,1.797778
2013,Manipur,Soyabean,Kharif,5050.0,1428.8,729674.5,1363.5,0.841111
2010,Madhya Pradesh,Sweet potato,Whole Year,4278.0,856.3,710618.58,1026.72,4.420208
2017,Manipur,Groundnut,Kharif,3340.0,1780.0,525849.6,1269.2,0.942222
2013,Kerala,Tapioca,Whole Year,67589.0,3255.4,9765934.61,18249.03,36.012143
2017,Arunachal Pradesh,Potato,Whole Year,6075.0,2745.5,956448.0,2308.5,6.7155
2003,Goa,Other Kharif pulses,Kharif,498.0,3011.6,49292.04,119.52,0.59
2002,Mizoram,Tapioca,Whole Year,232.0,2627.0,21963.44,58.0,7.0675
2001,Gujarat,Castor seed,Kharif,304700.0,666.5,31119011.0,79222.0,1.58
2008,Mizoram,other oilseeds,Kharif,2747.0,1912.1,392930.88,247.23,0.8175
2019,Odisha,Other  Rabi pulses,Rabi,77940.0,1593.9,13386974.4,28837.8,0.465909
2012,Meghalaya,Jute,Kharif,6380.0,2945.3,962104.0,1977.8,8.833333
2006,Meghalaya,Turmeric,Rabi,1912.0,2454.7,244181.52,420.64,6.125714
2003,Tamil Nadu,Other Kharif pulses,Kharif,105792.0,345.6,10471292.16,25390.08,0.239643
2000,Tamil Nadu,Coriander,Whole Year,19170.0,971.1,1881918.9,4984.2,0.2365
2010,Karnataka,Other Kharif pulses,Kharif,81180.0,1317.7,13484809.8,19483.2,0.755926
2008,Karnataka,Safflower,Rabi,73376.0,1164.1,10495703.04,6603.84,0.772857
2003,West Bengal,Cotton(lint),Kharif,1429.0,1526.7,141442.42,342.96,2.55
2005,Andhra Pradesh,Rapeseed &Mustard,Rabi,5660.0,1075.5,678747.2,1188.6,0.2825
2018,Kerala,Arhar/Tur,Whole Year,266.0,2989.7,43145.2,93.1,1.65
2010,Puducherry,Cotton(lint),Summer,5.0,1434.6,830.55,1.2,1.0
2017,Jharkhand,Safflower,Rabi,2005.0,1165.7,315667.2,761.9,0.537692
2019,Uttarakhand,Peas & beans (Pulses),Rabi,5903.0,1378.9,1013899.28,2184.11,0.640769
2014,Jammu and Kashmir,Dry chillies,Kharif,623.0,1278.4,94048.08,205.59,0.67125
2010,West Bengal,Coconut,Whole Year,28933.0,1096.0,4806060.63,6943.92,12327.335
2000,Maharashtra,Onion,Rabi,137237.99,2040.0,18299.26,274.42,15.582541
2020,Uttarakhand,Arhar/Tur,Kharif,3327.0,1313.9,644140.47,1230.99,0.87
2000,Nagaland,Small millets,Kharif,10000.0,1631.8,981700.0,2600.0,0.8925
2017,Bihar,Moong(Green Gram),Kharif,7437.0,1112.0,1170881.28,2826.06,1.009655
2005,Andhra Pradesh,Sunflower,Whole Year,444264.0,1075.5,53276138.88,93295.44,0.931364
2010,Mizoram,Rapeseed &Mustard,Rabi,378.0,2738.7,62789.58,90.72,0.9525
2004,Meghalaya,Sweet potato,Kharif,4974.0,4767.9,538883.16,1044.54,3.352857
2006,Punjab,Cotton(lint),Kharif,604000.0,569.6,77136840.0,132880.0,4.236
2010,Chhattisgarh,Linseed,Rabi,37599.0,1283.1,6245569.89,9023.76,0.255
2018,Chhattisgarh,Sunflower,Whole Year,847.0,1515.5,137383.4,296.45,0.099286
2002,Karnataka,Tapioca,Whole Year,1078.0,860.8,102054.26,269.5,9.604286
2007,Manipur,Ginger,Kharif,3030.0,1435.7,404202.0,484.8,1.747143
2018,Tamil Nadu,Coconut,Whole Year,439745.0,986.2,71326639.0,153910.75,11263.83
2000,Goa,Coconut,Whole Year,25025.0,3886.9,2456704.25,6506.5,4999.8
2019,Madhya Pradesh,Jowar,Kharif,107875.0,1446.7,18528610.0,39913.75,1.343
2018,Himachal Pradesh,Coriander,Rabi,128.0,1052.2,20761.6,44.8,0.33
2014,Arunachal Pradesh,Sugarcane,Whole Year,1790.0,2403.2,270218.4,590.7,20.191111
2011,Meghalaya,Rice,Autumn,32605.0,4083.1,5461989.6,10759.65,1.511429
2019,Uttar Pradesh,Gram,Rabi,620776.0,814.5,106624485.8,229687.12,1.258
2018,Rajasthan,Mustard,Rabi,1284569.16,205.9,195565.28,2223.92,1.570016
2002,Goa,Black pepper,Whole Year,583.0,2516.3,55192.61,145.75,0.18
2017,Uttar Pradesh,Urad,Kharif,565472.0,652.1,89027911.68,214879.36,0.603014
2006,Punjab,Peas & beans (Pulses),Rabi,3100.0,569.6,395901.0,682.0,1.059091
2011,Gujarat,Other Kharif pulses,Kharif,34200.0,890.5,5729184.0,11286.0,0.451579
2005,Jammu and Kashmir,Bajra,Kharif,13008.0,1721.8,1559919.36,2731.68,0.5675
2001,Andhra Pradesh,Sweet potato,Whole Year,1945.0,928.4,198642.85,505.7,14.057647
2020,Karnataka,Groundnut,Kharif,859900.85,2717.8,150065.56,10517.84,2.068274
2010,Meghalaya,Arhar/Tur,Kharif,779.0,3119.7,129399.69,186.96,0.79
2013,Meghalaya,Dry chillies,Whole Year,2193.0,2448.4,316866.57,592.11,1.020909
2000,Gujarat,Castor seed,Kharif,458600.0,379.7,45020762.0,119236.0,1.242353
2017,Andhra Pradesh,Coriander,Rabi,2584.0,868.2,406824.96,981.92,0.63875
2018,Andhra Pradesh,Ragi,Kharif,23993.0,1220.5,3891664.6,8397.55,1.305556
2002,Andhra Pradesh,Rapeseed &Mustard,Rabi,3369.0,648.1,318943.23,842.25,0.302857
2010,Meghalaya,Arecanut,Whole Year,14611.0,3119.7,2427033.21,3506.64,1.202857
2008,Tamil Nadu,Groundnut,Whole Year,489844.0,1201.9,70067285.76,44085.96,2.373667
2010,Haryana,Rapeseed &Mustard,Rabi,509709.0,639.2,84667761.99,122330.16,2.010952
2002,Uttar Pradesh,Wheat,Rabi,9162749.0,664.0,867437447.8,2290687.25,2.558551
2008,Assam,Onion,Whole Year,6963.0,2109.9,995987.52,626.67,2.381481
2010,Nagaland,Sunflower,Kharif,200.0,1771.8,33222.0,48.0,0.736667
2012,Madhya Pradesh,Soyabean,Kharif,6172638.0,1049.5,930833810.4,1913517.78,1.189592
2006,Sikkim,Soyabean,Kharif,3230.0,2270.2,412503.3,710.6,1.0
2007,Gujarat,Onion,Whole Year,65400.0,1021.6,8724360.0,10464.0,28.881905
2000,Punjab,Linseed,Rabi,600.0,405.3,58902.0,156.0,1.0
2007,Chhattisgarh,Barley,Rabi,3433.0,1246.2,457962.2,549.28,1.072857
2020,Uttarakhand,Soyabean,Kharif,7246.0,1313.9,1402898.06,2681.02,1.214167
2015,Karnataka,Coriander,Whole Year,4494.0,1024.9,709647.54,1483.02,0.388636
2014,Tripura,Other Kharif pulses,Kharif,1300.0,2015.7,196248.0,429.0,0.60875
2016,Gujarat,Wheat,Rabi,999370.0,710.5,153153452.5,349779.5,2.742812
2008,Puducherry,Turmeric,Rabi,3.0,1434.6,429.12,0.27,1.67
2013,Uttar Pradesh,Sugarcane,Kharif,2228080.0,995.2,321935279.2,601581.6,59.1904
2018,Gujarat,Jowar,Kharif,39119.0,1125.4,6345101.8,13691.65,1.292381
2019,Delhi,Barley,Kharif,60.0,546.9,10305.6,22.2,3.0
2017,Meghalaya,Ginger,Kharif,9944.0,4472.3,1565583.36,3778.72,9.665455
2007,Tamil Nadu,Horse-gram,Whole Year,48448.0,1067.2,6462963.2,7751.68,0.4488
2018,Tamil Nadu,Groundnut,Kharif,196543.0,986.2,31879274.6,68790.05,2.235714
2018,Bihar,Sugarcane,Whole Year,225567.0,1521.4,36586967.4,78948.45,65.487813
2005,Gujarat,Arhar/Tur,Kharif,263700.0,942.4,31622904.0,55377.0,1.044348
2005,Bihar,Barley,Rabi,16001.0,907.8,1918839.92,3360.21,0.989474
2003,Uttar Pradesh,Moong(Green Gram),Kharif,35227.0,1075.6,3486768.46,8454.48,0.294062
2019,Uttarakhand,Other  Rabi pulses,Rabi,51.0,1378.9,8759.76,18.87,0.853333
2008,Madhya Pradesh,Banana,Whole Year,7847.0,895.0,1122434.88,706.23,33.199231
2015,Madhya Pradesh,Banana,Whole Year,22631.6,1000.7,3573755.96,7468.43,44.465217
2013,Assam,Linseed,Rabi,5986.0,1797.7,864917.14,1616.22,0.631304
2020,Kerala,Tapioca,Whole Year,17394.05,4853.5,2117.41,45.04,35.768362
2006,West Bengal,Linseed,Rabi,5046.0,1631.4,644424.66,1110.12,0.240769
2010,Nagaland,Tapioca,Kharif,1650.0,1771.8,274081.5,396.0,23.524545
2000,Andhra Pradesh,Wheat,Rabi,14261.0,935.6,1400002.37,3707.86,0.581818
2012,Madhya Pradesh,Sweet potato,Whole Year,4647.0,1049.5,700767.6,1440.57,5.939778
2009,Karnataka,Small millets,Kharif,26682.0,1321.0,4157589.24,4535.94,0.4905
2006,Karnataka,Urad,Kharif,134069.0,1146.3,17121951.99,29495.18,0.164286
2002,Delhi,Bajra,Kharif,1552.0,593.6,146927.84,388.0,1.81
2012,Karnataka,Linseed,Rabi,6882.0,956.2,1037805.6,2133.42,0.207143
2013,Karnataka,Dry chillies,Kharif,75691.0,1235.6,10936592.59,20436.57,1.30931
2013,Uttar Pradesh,Rice,Kharif,5955306.0,995.2,860482163.9,1607932.62,2.396133
2018,Assam,Dry chillies,Whole Year,19847.0,2372.9,3219183.4,6946.45,0.877037
2013,Jammu and Kashmir,Rapeseed &Mustard,Rabi,59947.0,1193.8,8661742.03,16185.69,0.8835
2006,Karnataka,Black pepper,Whole Year,13726.0,1146.3,1752947.46,3019.72,2.216
2006,Andhra Pradesh,Maize,Kharif,535709.0,845.2,68415396.39,117855.98,2.942727
2013,Assam,Castor seed,Kharif,877.0,1797.7,126717.73,236.79,0.623913
2007,West Bengal,Moong(Green Gram),Kharif,536.0,2007.5,71502.4,85.76,0.58
2019,Tamil Nadu,Coconut,Whole Year,438935.0,910.1,75391475.6,162405.95,8795.260556
2009,Uttar Pradesh,Onion,Rabi,10494.0,585.8,1635175.08,1783.98,16.933239
2010,Karnataka,Linseed,Rabi,11358.0,1317.7,1886677.38,2725.92,0.335385
2013,Chhattisgarh,Dry chillies,Whole Year,6410.0,1418.3,926180.9,1730.7,0.723704
2001,Karnataka,Coriander,Whole Year,11307.0,1002.9,1154783.91,2939.82,0.116818
2003,Madhya Pradesh,Mesta,Kharif,4700.0,1163.0,465206.0,1128.0,2.075
2010,Puducherry,Dry chillies,Kharif,1.0,1434.6,166.11,0.24,1.0
2006,Kerala,Black pepper,Whole Year,216709.0,3429.7,27675906.39,47675.98,0.217857
2015,Karnataka,Wheat,Rabi,173856.0,1024.9,27453600.96,57372.48,0.854286
2006,Madhya Pradesh,Masoor,Rabi,538670.0,1072.3,68793545.7,118507.4,0.449362
2006,Tamil Nadu,Urad,Whole Year,251014.0,927.9,32056997.94,55223.08,0.6425
2015,Karnataka,Tapioca,Whole Year,1277.0,1024.9,201651.07,421.41,7.701818
2003,Karnataka,Tapioca,Whole Year,1058.0,867.6,104720.84,253.92,9.595714
2016,Assam,Arecanut,Rabi,66800.0,2296.8,10237100.0,23380.0,0.77037
2014,Madhya Pradesh,Mustard,Rabi,366337.49,791.4,71092.28,1607.14,1.462241
2012,Madhya Pradesh,Bajra,Kharif,193037.0,1049.5,29109979.6,59841.47,1.560345
2000,Maharashtra,Rice,Kharif,1486400.0,1057.8,145919888.0,386464.0,0.986562
2019,Andhra Pradesh,Tobacco,Kharif,36504.0,899.2,6269927.04,13506.48,8.732353
2018,Punjab,Arhar/Tur,Kharif,2300.0,585.5,373060.0,805.0,1.04125
2011,Tripura,Wheat,Rabi,274.0,2295.6,45900.48,90.42,1.9375
2008,Andhra Pradesh,Tapioca,Whole Year,16765.0,944.6,2398065.6,1508.85,9.871429
2016,West Bengal,Tobacco,Whole Year,15680.0,1795.8,2402960.0,5488.0,1.294
2012,Madhya Pradesh,Horse-gram,Kharif,15576.0,1049.5,2348860.8,4828.56,0.365455
2012,Himachal Pradesh,Arhar/Tur,Kharif,21.0,1035.0,3166.8,6.51,0.31
2009,Maharashtra,Wheat,Rabi,1080900.0,1002.4,168425838.0,183753.0,1.53
2002,Punjab,Barley,Rabi,26000.0,301.8,2461420.0,6500.0,3.199
2013,Andhra Pradesh,Rice,Kharif,1705555.0,1062.3,246435642.0,460499.85,2.715385
2018,Uttar Pradesh,Sugarcane,Kharif,2223805.0,792.8,360701171.0,778331.75,68.777867
2010,Manipur,Urad,Kharif,1500.0,2160.5,249165.0,360.0,1.21
2012,Uttar Pradesh,Moong(Green Gram),Kharif,39751.0,746.3,5994450.8,12322.81,0.554643
2011,Himachal Pradesh,Groundnut,Kharif,114.0,1108.3,19097.28,37.62,0.88
2014,West Bengal,Sugarcane,Whole Year,17728.0,1483.5,2676218.88,5850.24,105.06875
2018,Madhya Pradesh,Maize,Kharif,1256645.0,1102.2,203827819.0,439825.75,2.330588
2017,Haryana,Turmeric,Whole Year,829.0,417.1,130517.76,315.02,12.501
2013,Maharashtra,Banana,Whole Year,88171.0,883.9,18837.57,1090.32,28.392019
2014,Andhra Pradesh,Potato,Kharif,351.0,687.6,52986.96,115.83,17.6225
2006,Jammu and Kashmir,Moth,Kharif,2396.0,1786.5,305993.16,527.12,0.655
2011,Bihar,Sugarcane,Whole Year,779704.19,1498.2,135387.41,2773.92,72.374227
2017,Bihar,Sunflower,Rabi,9363.0,1112.0,1474110.72,3557.94,1.377368
2014,Madhya Pradesh,Sugarcane,Whole Year,102000.0,891.2,15397920.0,33660.0,32.155938
2018,Telangana,Moong(Green Gram),Kharif,65643.0,1350.3,10647294.6,22975.05,0.618
2003,Mizoram,Tapioca,Whole Year,139.0,2499.5,13758.22,33.36,7.7075
2005,Haryana,Rice,Kharif,1046588.0,516.9,125506833.0,219783.48,2.940526
2005,Mizoram,Maize,Kharif,10810.0,2075.4,1296335.2,2270.1,1.99875
2002,Bihar,Gram,Rabi,71361.0,1105.8,6755745.87,17840.25,0.883636
2006,Maharashtra,Linseed,Rabi,67800.0,1439.4,8658738.0,14916.0,0.344444
2018,Andhra Pradesh,Sesamum,Kharif,16598.0,1220.5,2692195.6,5809.3,0.234167
2005,Uttarakhand,Urad,Kharif,10688.0,1353.3,1281704.96,2244.48,0.550769
2009,Chhattisgarh,Turmeric,Whole Year,906.0,956.9,141172.92,154.02,0.757333
2019,Maharashtra,Banana,Whole Year,74806.18,822.5,18617.02,318.95,33.632465
2015,Sikkim,Wheat,Rabi,323.0,2949.1,51004.93,106.59,1.0375
2014,Meghalaya,Castor seed,Kharif,67.0,3484.4,10114.32,22.11,0.968
2019,Tripura,Rapeseed &Mustard,Rabi,7895.0,2252.8,1356045.2,2921.15,0.84875
2015,Himachal Pradesh,Small millets,Kharif,4098.0,1223.2,647115.18,1352.34,0.772857
2009,Delhi,Bajra,Kharif,1586.0,528.4,247130.52,269.62,1.88
2017,Manipur,Urad,Kharif,1439.0,1780.0,226556.16,546.82,1.123333
2008,Manipur,Other  Rabi pulses,Rabi,4805.0,1134.8,687307.2,432.45,0.83
2012,Puducherry,Other Kharif pulses,Rabi,13.0,1098.3,1960.4,4.03,1.23
2001,Uttarakhand,Tobacco,Whole Year,126.0,1541.3,12868.38,32.76,7.226667
2011,Meghalaya,Turmeric,Whole Year,2000.0,4083.1,335040.0,660.0,5.21
2012,Mizoram,Rapeseed &Mustard,Rabi,290.0,2050.2,43732.0,89.9,0.67
2000,Chhattisgarh,Maize,Kharif,93364.0,896.4,9165543.88,24274.64,1.168125
2009,Tamil Nadu,Small millets,Kharif,33141.0,928.5,5164030.62,5633.97,0.932174
2006,Tamil Nadu,Moong(Green Gram),Whole Year,134071.0,927.9,17122207.41,29495.62,0.588214
2006,Uttar Pradesh,Maize,Kharif,842052.0,590.5,107538460.9,185251.44,1.307826
2008,Tamil Nadu,Tobacco,Whole Year,5379.0,1201.9,769412.16,484.11,1.593333
2001,Nagaland,Barley,Rabi,4000.0,1532.0,408520.0,1040.0,2.00875
2005,Gujarat,Onion,Whole Year,73300.0,942.4,8790136.0,15393.0,29.175
2014,Himachal Pradesh,Linseed,Rabi,680.0,1019.9,102652.8,224.4,0.235
2020,Maharashtra,Turmeric,Kharif,55052.39,669.0,13134.82,657.01,5.962806
2005,Himachal Pradesh,Arhar/Tur,Kharif,43.0,1248.1,5156.56,9.03,0.3675
2007,Bihar,Sugarcane,Whole Year,107039.0,1600.2,14279002.6,17126.24,33.244687
2000,Nagaland,Barley,Rabi,1000.0,1631.8,98170.0,260.0,1.49875
2010,Andhra Pradesh,Wheat,Rabi,10085.0,1297.0,1675219.35,2420.4,1.311818
2010,Haryana,Barley,Rabi,37269.0,639.2,6190753.59,8944.56,2.005238
2002,Tamil Nadu,Bajra,Kharif,102020.0,315.9,9658233.4,25505.0,1.041667
2006,Uttar Pradesh,Cotton(lint),Kharif,5174.0,590.5,660771.54,1138.28,0.197857
2017,Himachal Pradesh,Peas & beans (Pulses),Rabi,2353.0,1182.2,370456.32,894.14,2.057273
2019,Odisha,Turmeric,Kharif,30000.0,1593.9,5152800.0,11100.0,2.274483
2004,Bihar,Moong(Green Gram),Kharif,7323.0,1147.8,793373.82,1537.83,0.470556
2009,Uttar Pradesh,Sunflower,Summer,7093.0,585.8,1105231.26,1205.81,2.1215
2012,Karnataka,Arecanut,Whole Year,221337.0,956.2,33377619.6,68614.47,8.184
2019,Assam,Sweet potato,Whole Year,4926.0,2084.7,846089.76,1822.62,5.578519
2003,Uttarakhand,Urad,Kharif,10774.0,1734.3,1066410.52,2585.76,0.37
