State,Crop,Soil_Type,Fertilizer,N,P,K,Rainfall_mm,Temperature_C,Yield_kg_per_acre,Soil_pH,Year,Humidity_pct,Solar_Radiation_W_m2,Irrigation_Method,Pesticide_Usage_kg_ha
Odisha,Wheat,Loamy,Urea,58.0,84.0,166.0,212.0,27.15,580.4217211257964,6.81,2012,74.25007488658491,472.5356250633703,Flood,3.48593894172374
Andhra Pradesh,Cotton,Loamy,Compost,63.0,89.0,128.0,50.0,25.63,259.7678974051586,6.68,2015,57.133076453388426,454.2781460680804,Flood,1.4151438004960402
Andhra Pradesh,Sugarcane,Loamy,DAP,23.0,52.0,91.0,137.0,30.71,329.9171747642846,6.62,2004,43.47628937639892,431.088820227821,Flood,1.553966820002603
Odisha,Rice,Clay,Compost,39.0,59.0,73.0,158.0,23.81,712.0952908529321,7.59,2003,57.1463709679616,546.7690103858886,Drip,0.1063108561489234
Maharashtra,Soybean,Clay,DAP,36.0,11.0,158.0,196.0,21.49,337.77652248999334,6.88,2009,38.45142122278799,631.0605912813463,Sprinkler,2.208392892405078
Madhya Pradesh,Wheat,Loamy,DAP,44.0,49.0,25.0,265.0,28.78,270.7481847069738,7.28,2012,40.5832191903734,617.1101971669559,Drip,0.6380424421348885
Gujarat,Wheat,Loamy,Compost,72.0,91.0,49.0,120.0,30.38,256.5072109986643,7.51,2009,59.90206636436879,374.34346640545647,Sprinkler,0.0397808635465537
Karnataka,Cotton,Red Soil,Compost,82.0,80.0,81.0,140.0,21.35,242.26523175950098,7.05,2013,55.13552697027288,628.9203051406873,Sprinkler,0.1374940087995464
Punjab,Sugarcane,Loamy,Compost,132.0,78.0,169.0,139.0,33.51,1084.7694119628113,6.07,2021,84.890754064086,468.18414983820713,Flood,6.306438777942949
Uttar Pradesh,Wheat,Black Soil,Urea,36.0,63.0,123.0,118.0,18.02,461.6224080828334,5.8,2011,51.74363394699799,560.0733015145591,Sprinkler,0.8495322285888364
Madhya Pradesh,Cotton,Red Soil,Urea,111.0,62.0,50.0,151.0,24.81,266.0376083164376,6.88,2000,64.8353010166826,409.3784667952789,Drip,4.0510529293812905
Tamil Nadu,Sugarcane,Red Soil,Organic,65.0,39.0,85.0,234.0,26.66,308.5103625930421,6.65,2020,67.93585727517183,514.1979913874005,Sprinkler,6.421678116198079
Maharashtra,Sugarcane,Red Soil,Compost,72.0,85.0,69.0,99.0,24.47,282.6507048856896,6.83,2019,30.785667395300017,531.3723182896907,Sprinkler,5.738805111002878
Karnataka,Groundnut,Black Soil,Organic,99.0,75.0,64.0,208.0,24.88,452.34726935023457,6.76,2019,69.81224232100263,351.5395208080347,,4.269489785099625
Uttar Pradesh,Cotton,Red Soil,Organic,31.0,78.0,155.0,51.0,37.96,237.8169506755589,8.0,2006,40.68215801218509,560.826716634419,,4.504618969311357
Uttar Pradesh,Maize,Red Soil,DAP,88.0,44.0,28.0,135.0,23.23,258.08843324898214,5.81,2008,87.66421904816731,634.5935007838316,Drip,0.682188326730392
Karnataka,Soybean,Clay,Organic,80.0,5.0,189.0,153.0,37.96,377.8016303807303,5.5,2007,38.91976366518678,482.5352054318372,Drip,0.3284994181845522
Maharashtra,Maize,Alluvial,Compost,92.0,98.0,147.0,299.0,30.68,890.6680937693036,7.01,2012,54.87744742362142,636.0168130828013,Drip,2.039209808154016
Tamil Nadu,Sugarcane,Clay,Urea,84.0,45.0,161.0,157.0,28.68,519.9223923120518,6.5,2013,35.12098008471863,481.03065065475926,Flood,1.339273818661212
Odisha,Sugarcane,Loamy,Organic,139.0,33.0,77.0,50.0,30.9,419.9235938020188,7.0,2011,89.81245511075684,584.9584531046618,Drip,0.2079378991041409
Madhya Pradesh,Wheat,Loamy,Organic,49.0,84.0,94.0,50.0,37.96,326.71946889958974,7.19,2007,60.13170061987455,278.14300340489,Drip,2.2635605253014246
Haryana,Wheat,Sandy,Urea,53.0,48.0,24.0,179.0,22.41,236.84627936393053,7.69,2020,65.72310103920262,741.8777779313464,Sprinkler,1.6550035723644767
Haryana,Wheat,Alluvial,Organic,50.0,96.0,74.0,222.0,21.67,356.0684224760198,5.68,2021,34.02458864330565,649.5458245242958,Drip,3.976532901865598
Maharashtra,Sugarcane,Black Soil,Compost,52.0,82.0,129.0,204.0,23.79,564.7446901826935,6.37,2017,74.99762822395067,471.5374495746321,Drip,1.8790357904230317
Uttar Pradesh,Cotton,Clay,Organic,49.0,84.0,172.0,189.0,28.34,327.5659915317778,7.08,2015,42.594335585735145,302.7910973356182,Sprinkler,1.7063792040229926
Punjab,Rice,Loamy,DAP,118.0,16.0,42.0,262.0,18.18,856.5603910371174,7.32,2010,83.88325736644282,528.8028368305489,Drip,1.162323520246713
Odisha,Cotton,Black Soil,Organic,127.0,102.0,82.0,137.0,28.28,421.52280373572677,8.0,2015,42.30837842892044,355.60744529262433,Sprinkler,1.242721490335797
Odisha,Soybean,Red Soil,DAP,52.0,70.0,94.0,243.0,37.94,470.18643582338524,7.46,2013,41.44126323982,544.4853537557487,,6.174871916256024
Maharashtra,Cotton,Black Soil,Urea,42.0,49.0,26.0,57.0,29.03,110.85717329179757,6.73,2002,32.192980070885696,541.1565719164282,Drip,0.2980351090392781
Tamil Nadu,Wheat,Clay,Urea,91.0,66.0,134.0,110.0,26.46,641.4914826828989,6.13,2020,58.32401670659996,405.8596830997975,Sprinkler,1.1819712992999765
Maharashtra,Groundnut,Alluvial,Organic,53.0,5.0,63.0,50.0,24.58,140.61835026468307,6.36,2001,63.890467995756985,612.0967023614378,,2.133223041451269
Punjab,Soybean,Sandy,Organic,97.0,75.0,91.0,157.0,33.34,575.061159854694,6.34,2002,33.94251836570114,580.5574702806174,Flood,1.134829501444706
Andhra Pradesh,Maize,Clay,Urea,81.0,27.0,78.0,173.0,23.38,258.55735332705717,7.24,2003,76.53165700170064,597.5823337288564,Sprinkler,0.6659604373523854
Haryana,Groundnut,Alluvial,DAP,16.0,16.0,59.0,185.0,37.96,156.3436253208885,6.96,2021,57.197330084881656,500.8857703668895,Sprinkler,0.6775504109749692
Maharashtra,Soybean,Loamy,Urea,132.0,11.0,102.0,181.0,37.96,632.3193059948891,5.82,2004,61.4634161596548,358.44759330862934,Drip,0.5322483685004664
Odisha,Soybean,Loamy,Urea,139.0,98.0,90.0,108.0,29.63,824.6012091100949,6.46,2009,56.44576481629369,597.7872272211138,Flood,0.8428938816744264
Tamil Nadu,Sugarcane,Black Soil,DAP,50.0,40.0,82.0,163.0,28.08,260.02199838905864,7.4,2019,54.04578365251956,472.9628600864209,,4.106374843448524
Haryana,Wheat,Clay,Urea,59.0,112.0,63.0,66.0,34.11,232.81323252280453,7.02,2001,63.57841987849307,361.0219856807331,Sprinkler,1.407302512707996
Gujarat,Sugarcane,Loamy,Organic,84.0,44.0,119.0,277.0,34.48,612.54560023122,7.18,2011,39.31441475584275,635.2039365974326,Sprinkler,0.5495020218767139
Karnataka,Maize,Red Soil,Organic,86.0,5.0,192.0,154.0,23.49,413.59488181379913,7.05,2004,40.91568782971627,709.9407520502509,Drip,0.9707274826580768
Odisha,Cotton,Red Soil,Urea,98.0,24.0,110.0,141.0,25.11,261.0737515148384,7.94,2004,81.70713726081104,495.8751871020797,Sprinkler,0.2237196522740257
Gujarat,Sugarcane,Sandy,Organic,139.0,102.0,156.0,294.0,20.51,1529.3208361683578,6.94,2022,86.76692772801796,715.9121154603292,Sprinkler,4.687558891552444
Tamil Nadu,Maize,Black Soil,Compost,67.0,56.0,27.0,85.0,30.51,235.82693943593662,6.49,2000,52.398558976785175,509.13147286113497,Sprinkler,1.049165751554877
Odisha,Wheat,Loamy,Urea,43.0,43.0,111.0,94.0,32.0,325.4451789359711,6.11,2003,46.244680388613226,461.9544095833649,Drip,7.86355413630093
Maharashtra,Wheat,Sandy,Compost,21.0,67.0,43.0,96.0,20.35,211.65495431378736,6.95,2020,68.63997259434095,436.95415458145226,Sprinkler,0.8540071283508665
Odisha,Sugarcane,Red Soil,Urea,46.0,78.0,22.0,172.0,25.52,262.44444684908456,5.5,2023,54.52405026588578,663.7082407992742,Sprinkler,3.620124461830396
Tamil Nadu,Wheat,Sandy,Urea,72.0,98.0,62.0,209.0,20.36,310.47158320054075,6.64,2011,31.52318133962069,421.9856118612228,Drip,0.5924645450230274
Odisha,Groundnut,Sandy,Compost,139.0,109.0,167.0,231.0,22.95,1365.5253158596918,6.62,2011,39.36915584197142,573.5269309974988,Drip,0.1584173801106823
Punjab,Maize,Loamy,Urea,54.0,49.0,154.0,299.0,31.33,584.6063317140818,5.79,2015,72.95833373084386,444.0836164940792,Drip,0.0644955536388005
Uttar Pradesh,Maize,Loamy,Organic,82.0,17.0,115.0,50.0,23.91,303.69250920945757,6.1,2023,69.53543651460907,453.9693237425637,Flood,1.8636638797463536
Gujarat,Soybean,Loamy,Compost,73.0,48.0,19.0,222.0,26.41,268.26271021336674,7.35,2016,31.62575955020901,603.0249693969567,Sprinkler,0.7466939393913327
Andhra Pradesh,Rice,Black Soil,Urea,118.0,70.0,91.0,136.0,18.74,1652.819329599208,6.94,2020,43.318329715976965,461.9963153710646,Flood,1.172247666060274
Uttar Pradesh,Cotton,Sandy,Organic,139.0,29.0,118.0,134.0,29.23,460.8208171419789,6.84,2009,43.86448779528428,459.5204620579707,Drip,3.4146201341990183
Tamil Nadu,Wheat,Sandy,Compost,53.0,30.0,112.0,131.0,27.89,295.6527904768634,6.99,2016,70.3135646159237,613.2804697174807,,0.5703253926794289
Haryana,Maize,Black Soil,Compost,55.0,73.0,10.0,110.0,23.94,240.09410127362753,6.84,2016,31.182632265261848,659.7397293221622,Flood,0.7382253072313033
Punjab,Maize,Red Soil,Organic,113.0,60.0,54.0,299.0,27.06,575.7477892300562,7.66,2017,36.24651491907443,564.4689803284233,Sprinkler,3.73300290694657
Gujarat,Soybean,Clay,Urea,99.0,62.0,99.0,239.0,29.19,735.8886327649973,6.86,2001,77.99496512239136,434.52302243760505,Drip,1.3575509928323213
Tamil Nadu,Cotton,Red Soil,Urea,139.0,36.0,131.0,179.0,23.44,494.26062742327997,5.72,2024,40.71267972326002,448.9391500702421,Drip,3.516631982713178
Gujarat,Rice,Black Soil,Compost,95.0,54.0,10.0,276.0,19.62,1027.7062005091896,7.94,2003,69.16476647111247,507.9915263740037,,0.938331172096316
Odisha,Rice,Sandy,DAP,60.0,31.0,93.0,65.0,37.96,510.7177065790441,7.04,2018,44.29096686280359,532.0930061925658,Sprinkler,1.0162252174006114
Madhya Pradesh,Wheat,Sandy,Urea,96.0,91.0,110.0,79.0,24.49,589.2708127988118,6.35,2010,35.96648356556071,401.2134089860229,Sprinkler,0.3657755023713192
Maharashtra,Rice,Loamy,Urea,115.0,96.0,148.0,50.0,27.59,1770.6162637091097,5.87,2016,44.590331459967246,572.3037939579864,Drip,4.9621285685553564
Uttar Pradesh,Rice,Loamy,Organic,104.0,5.0,140.0,125.0,33.99,1157.9647211030172,7.06,2011,73.33601591133956,508.5513329639599,Flood,4.541856869324338
Odisha,Sugarcane,Sandy,DAP,93.0,30.0,134.0,189.0,37.96,483.4678376656501,6.69,2001,81.34178808637714,328.42916813618706,Drip,8.297645580759584
Karnataka,Cotton,Sandy,DAP,114.0,12.0,59.0,184.0,20.96,185.66728340179006,7.9,2005,79.8131918740195,407.107351753927,Sprinkler,1.0298250179979112
Haryana,Cotton,Alluvial,Compost,117.0,40.0,10.0,188.0,30.75,221.30002351880657,6.52,2008,53.83101177710729,449.5871326348336,Sprinkler,3.414266227630269
Karnataka,Sugarcane,Loamy,Organic,126.0,59.0,81.0,73.0,24.06,604.4133351891385,6.17,2004,70.08510819423877,492.7142311158945,Sprinkler,1.0721286874380993
Karnataka,Wheat,Loamy,Organic,98.0,13.0,156.0,236.0,25.04,557.5187434938973,7.41,2019,42.29905772494926,688.9278795503997,Sprinkler,1.2113673709591086
Punjab,Maize,Red Soil,Urea,67.0,31.0,178.0,194.0,23.99,367.96610719838264,7.44,2020,47.5888638156608,523.8171306139628,Sprinkler,3.54390654969794
Andhra Pradesh,Soybean,Sandy,Compost,79.0,28.0,141.0,231.0,21.64,424.87496566621223,6.89,2008,83.78014911126718,415.9228110101375,Flood,0.390489657549673
Uttar Pradesh,Wheat,Sandy,Urea,119.0,68.0,125.0,50.0,27.91,792.1432928066096,7.26,2022,30.78011541064416,522.0630804307164,Flood,0.4977201453988963
Madhya Pradesh,Groundnut,Black Soil,DAP,43.0,64.0,123.0,200.0,19.63,545.4740211433582,6.74,2007,35.13051185126808,464.7912252546119,Flood,0.7558795800940336
Odisha,Rice,Red Soil,Organic,87.0,37.0,72.0,89.0,33.62,548.3935073378849,6.94,2019,42.47317530876164,532.4758239533542,Drip,3.104027708039913
Karnataka,Sugarcane,Clay,Compost,59.0,67.0,95.0,148.0,28.47,412.60129467994614,7.61,2007,31.591932232429183,558.0567687035615,Flood,0.9325063001646556
Karnataka,Soybean,Clay,Urea,74.0,43.0,193.0,216.0,30.59,478.1545071658154,7.22,2021,40.88612610538784,620.9230647223937,Drip,0.8868580325795447
Haryana,Maize,Clay,Urea,122.0,52.0,51.0,184.0,25.46,501.425894303596,6.65,2020,64.98249365818154,497.5713504329974,Drip,13.478296771510058
Madhya Pradesh,Maize,Alluvial,DAP,81.0,117.0,190.0,114.0,26.03,560.0710085492817,7.74,2022,55.28547303554988,663.8960527599834,,0.968387324393118
Madhya Pradesh,Cotton,Loamy,Organic,75.0,106.0,85.0,177.0,29.81,243.90010284963756,5.5,2005,83.56030266461849,590.8022662536191,Flood,0.5694277273983652
Madhya Pradesh,Groundnut,Clay,DAP,22.0,18.0,174.0,64.0,21.42,252.568685286875,8.0,2002,79.04661370430645,429.2560455187812,Sprinkler,1.9521540757934843
Odisha,Maize,Black Soil,Urea,102.0,89.0,26.0,262.0,26.08,478.91581702299857,5.54,2004,50.50904110187256,720.9855665748464,Flood,3.237764257515182
Uttar Pradesh,Groundnut,Loamy,Organic,98.0,88.0,134.0,162.0,23.18,773.9301065238941,6.32,2008,45.56540600587755,532.6994513270098,,0.1442981950999443
Uttar Pradesh,Rice,Loamy,Organic,139.0,23.0,62.0,259.0,23.0,1128.279068991024,6.74,2006,52.78154449003601,416.4875496027765,Sprinkler,1.929346171895852
Odisha,Cotton,Clay,DAP,62.0,88.0,25.0,138.0,18.02,154.86813469497997,6.66,2003,65.41769655088846,665.2913051230422,Sprinkler,0.0727791973160636
Punjab,Soybean,Loamy,Organic,82.0,112.0,114.0,138.0,35.89,565.3383569624489,7.49,2006,46.08381844937257,707.7777585198445,Flood,1.494498731240859
Odisha,Cotton,Red Soil,DAP,83.0,24.0,157.0,120.0,24.18,222.95115349363388,6.01,2004,67.44893447094805,496.697473628044,Drip,0.5940957600649674
Maharashtra,Rice,Red Soil,Organic,133.0,31.0,56.0,241.0,34.87,967.272371970482,6.96,2010,54.56469913147443,449.6349739624404,Drip,0.7324167652639356
Tamil Nadu,Sugarcane,Clay,Organic,70.0,95.0,21.0,125.0,34.33,257.39850735209416,6.35,2014,63.12283085111881,482.7625042546338,Flood,1.2588278320428554
Maharashtra,Maize,Black Soil,Compost,84.0,70.0,97.0,224.0,20.72,574.8838001785284,6.98,2001,56.167591748119,571.47317275177,Sprinkler,5.237537974787933
Punjab,Groundnut,Loamy,Organic,96.0,80.0,97.0,149.0,21.86,596.5368423505231,6.72,2012,47.66794557251506,627.7856655030514,Drip,2.480356129403186
Punjab,Sugarcane,Sandy,Urea,80.0,73.0,132.0,50.0,37.96,484.0676655323901,6.84,2021,86.9071984177294,557.0487330863574,Sprinkler,5.524345396809407
Odisha,Rice,Clay,Compost,57.0,74.0,154.0,135.0,37.96,1180.6775017457728,6.37,2015,75.81634764958565,510.172320847177,Sprinkler,2.1574487685967028
Odisha,Maize,Alluvial,DAP,81.0,17.0,99.0,90.0,27.97,280.39017824996677,6.4,2006,38.40679054598715,649.8011770304428,,0.0142662549170698
Andhra Pradesh,Wheat,Loamy,Urea,114.0,96.0,199.0,179.0,29.64,964.8225012112422,6.98,2007,82.10807855387478,468.7163526948478,Sprinkler,0.6173625675239828
Haryana,Groundnut,Clay,DAP,35.0,100.0,114.0,89.0,24.5,412.69459944820056,7.45,2005,59.24587189497082,603.0919338366907,Sprinkler,4.724088065521683
Maharashtra,Rice,Clay,DAP,78.0,54.0,83.0,245.0,30.65,1066.2761455271184,6.34,2023,83.67313361364549,471.19372016487216,,2.0625364688865093
Uttar Pradesh,Soybean,Black Soil,Urea,47.0,60.0,15.0,170.0,24.0,262.3960912064913,6.14,2006,77.99131535683891,543.1022958010893,,7.995950240389185
Andhra Pradesh,Soybean,Sandy,DAP,118.0,10.0,88.0,164.0,18.02,458.952489840895,7.21,2017,55.512810268154006,488.6437435209549,Sprinkler,0.3391203080738452
Madhya Pradesh,Maize,Loamy,Compost,16.0,78.0,84.0,225.0,20.51,367.15196718655284,6.75,2021,31.348158499207045,494.4147817347189,,0.704079500721271
Gujarat,Maize,Clay,Urea,52.0,80.0,154.0,248.0,28.27,605.6640456538331,7.37,2024,46.12064156309677,462.26134825377903,Sprinkler,0.8999868611590609
Uttar Pradesh,Soybean,Clay,DAP,88.0,59.0,127.0,175.0,21.61,693.1147355593096,6.12,2021,62.498052879652015,634.4854031180695,Drip,0.7907062682655743
Madhya Pradesh,Wheat,Loamy,DAP,132.0,99.0,38.0,120.0,27.76,523.9459957819859,5.5,2019,68.00869318956885,426.7073961891465,Drip,0.5806819554854632
Andhra Pradesh,Cotton,Clay,Organic,71.0,50.0,111.0,50.0,21.94,223.2970985067319,6.39,2006,45.47326112599214,425.9767747451292,Sprinkler,1.172053006516211
Karnataka,Soybean,Clay,Organic,52.0,80.0,139.0,126.0,23.63,491.8285398469785,6.22,2002,38.36136444436945,712.0993565845109,Sprinkler,2.0561107726990437
Andhra Pradesh,Maize,Clay,DAP,139.0,27.0,185.0,131.0,33.08,736.626510596206,6.71,2004,80.09581420795794,597.7847564654331,Sprinkler,0.7457739398873426
Andhra Pradesh,Maize,Red Soil,Urea,19.0,61.0,150.0,185.0,29.58,495.28827495739324,6.31,2000,89.06413084221313,261.4886301306964,Sprinkler,0.1661109836208624
Andhra Pradesh,Wheat,Red Soil,Compost,10.0,56.0,143.0,151.0,28.09,425.54733387233114,7.3,2014,61.54141093816115,443.47412607895967,Drip,2.4656537279135238
Odisha,Soybean,Sandy,DAP,90.0,69.0,105.0,228.0,33.23,681.5304073081518,6.56,2002,40.30075715089821,318.8010662437946,Drip,1.228733205574806
Maharashtra,Wheat,Black Soil,DAP,54.0,49.0,123.0,132.0,30.93,445.6664108632371,6.88,2007,46.338439591162135,404.9309306584745,Sprinkler,1.6260351639036197
Andhra Pradesh,Soybean,Loamy,DAP,35.0,57.0,170.0,173.0,36.51,509.33852598262604,6.88,2024,31.103440592848003,186.14853337659605,Drip,1.2154098108683988
Odisha,Cotton,Black Soil,Organic,100.0,89.0,30.0,264.0,25.49,281.5698077678681,6.91,2008,84.85792839362995,486.3010422306058,Sprinkler,4.421060474842157
Madhya Pradesh,Rice,Black Soil,Urea,83.0,47.0,83.0,202.0,25.67,931.7908380466941,6.75,2014,37.06506497340847,385.80581808386887,Sprinkler,1.6362646658646858
Haryana,Soybean,Red Soil,DAP,52.0,8.0,60.0,172.0,20.63,170.01643123138564,7.14,2009,64.59098853085521,505.99052567964384,Sprinkler,5.135103317169285
Maharashtra,Rice,Sandy,Organic,25.0,119.0,123.0,132.0,25.67,1071.5808318385366,6.2,2001,46.44331324123236,337.4878741117475,Sprinkler,1.4290494883835347
Madhya Pradesh,Soybean,Black Soil,DAP,106.0,107.0,169.0,130.0,33.73,806.2753415676677,7.78,2019,63.2506801509476,508.291185317204,Sprinkler,0.6922845363393206
Punjab,Cotton,Black Soil,DAP,98.0,18.0,70.0,114.0,35.66,157.7227485184233,6.6,2004,69.08522330111185,458.50837218796727,Flood,0.8783827587705562
Uttar Pradesh,Sugarcane,Clay,Urea,70.0,84.0,10.0,137.0,33.7,263.1787567769483,5.83,2018,79.7845082224321,650.1952965188595,,1.4768301435008784
Gujarat,Maize,Loamy,Organic,139.0,45.0,80.0,232.0,18.02,749.3064241167327,6.91,2012,42.3852763056362,641.1356861745625,Flood,1.510000223550481
Punjab,Rice,Sandy,Compost,33.0,70.0,152.0,160.0,34.41,1155.173834628049,6.16,2010,30.659749719508827,578.5345603010283,Sprinkler,2.3252631791609413
Tamil Nadu,Wheat,Loamy,Urea,16.0,71.0,131.0,77.0,18.02,400.1901248534211,7.25,2000,38.21313780412844,467.3386219338788,Drip,0.5084813682400077
Haryana,Soybean,Red Soil,Compost,47.0,54.0,125.0,299.0,33.34,632.4178283896726,8.0,2021,84.0011185108863,698.5380395260294,Sprinkler,2.1508244077532006
Tamil Nadu,Maize,Black Soil,Organic,72.0,35.0,87.0,200.0,26.02,272.8007152217776,6.2,2014,82.43340465375091,344.6964722160179,,3.015460194971567
Karnataka,Soybean,Black Soil,Organic,83.0,38.0,33.0,73.0,32.21,183.37732812907754,7.01,2017,65.8447861302185,359.64413704363375,Drip,2.2576811248173945
Karnataka,Wheat,Alluvial,Compost,64.0,31.0,130.0,144.0,20.45,334.4523578251479,5.51,2015,66.0310116260192,491.6216900110935,Drip,1.3148965148770255
Andhra Pradesh,Cotton,Loamy,Organic,87.0,34.0,57.0,185.0,34.92,132.77070057020995,7.1,2008,69.90220047277532,725.4038108921119,Drip,9.57834257289258
Haryana,Groundnut,Red Soil,Urea,26.0,59.0,199.0,299.0,19.68,605.4022203065972,6.13,2000,40.522276717406974,479.76610931299126,Flood,1.037759808919401
Madhya Pradesh,Soybean,Alluvial,DAP,128.0,38.0,133.0,95.0,24.29,661.2701558864425,6.32,2010,84.8647167554976,481.67547567907184,Sprinkler,0.2254207296718397
Punjab,Sugarcane,Alluvial,Compost,70.0,84.0,71.0,249.0,22.38,377.0287585769503,5.98,2008,55.12623149352439,355.80896438881905,Drip,3.4463805875374214
Haryana,Wheat,Clay,DAP,116.0,111.0,69.0,280.0,18.02,665.5916120535146,7.3,2022,52.98831169496985,594.5929585270378,Flood,0.4770251512835575
Punjab,Groundnut,Alluvial,Compost,86.0,42.0,97.0,130.0,28.7,384.1141740653774,7.5,2010,61.13506231697025,595.3176254329354,Sprinkler,2.498537172251371
Gujarat,Soybean,Alluvial,DAP,91.0,69.0,89.0,156.0,37.96,517.9594182729026,6.79,2012,32.817958006503304,578.907520139991,Sprinkler,0.3944065633168968
Madhya Pradesh,Rice,Clay,DAP,95.0,78.0,163.0,100.0,37.96,1546.3569530979714,6.15,2001,39.97700212536476,437.0779327152638,Sprinkler,0.0340428741374787
Tamil Nadu,Maize,Black Soil,Urea,90.0,77.0,112.0,162.0,28.71,651.0443619257128,7.91,2013,74.28201698558223,429.3293231626994,Drip,0.3482273169759429
Punjab,Maize,Black Soil,DAP,98.0,64.0,62.0,174.0,34.6,408.2959685492632,6.23,2005,34.967920075507585,370.6877749595029,Sprinkler,0.9463812336425388
Gujarat,Wheat,Sandy,Compost,124.0,86.0,199.0,225.0,29.49,1158.9723038325478,5.5,2007,66.1891265679833,508.38725017609335,Sprinkler,0.2254825892801154
Haryana,Rice,Alluvial,DAP,81.0,77.0,105.0,257.0,31.03,1462.383179802169,7.1,2017,44.72094658087926,391.9592670721498,Sprinkler,0.4404932136149693
Gujarat,Cotton,Loamy,Organic,100.0,20.0,144.0,122.0,26.17,281.7410380576447,5.97,2015,53.35773684251859,382.2583494750711,Flood,2.8931614406244965
Uttar Pradesh,Groundnut,Black Soil,DAP,70.0,90.0,69.0,50.0,29.28,253.8638080212148,7.48,2020,47.32162420624199,457.6309283089324,Sprinkler,2.938340091573734
Gujarat,Wheat,Red Soil,DAP,128.0,91.0,122.0,175.0,31.26,1111.430267715347,6.5,2011,51.34036298789695,451.0843824815784,Drip,3.401881198995168
Gujarat,Sugarcane,Loamy,Organic,48.0,36.0,119.0,198.0,24.81,358.2827483404634,7.2,2010,73.14275431105473,446.2021471178045,Sprinkler,3.679655768341933
Andhra Pradesh,Soybean,Sandy,Organic,139.0,63.0,10.0,195.0,27.7,644.1578738125668,7.78,2005,47.8273029373905,546.6444596840262,Flood,1.0909580008575466
Karnataka,Maize,Alluvial,Compost,72.0,84.0,199.0,153.0,27.81,545.2714726760742,5.9,2002,63.98427841781383,507.9047802150279,Drip,4.04309500299415
Tamil Nadu,Soybean,Clay,Organic,19.0,54.0,172.0,186.0,32.93,488.09619480343775,6.36,2013,58.56302413194598,471.1843969488882,Drip,1.4928295821564306
